,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
2428,2020-10-21,OostVlaanderen,Flanders,14,286,56,22,1,46,27
2429,2020-10-21,VlaamsBrabant,Flanders,6,99,13,6,1,14,3
2430,2020-10-21,WestVlaanderen,Flanders,11,211,32,15,0,22,22
2431,2020-10-22,Antwerpen,Flanders,14,373,74,31,2,67,45
2432,2020-10-22,BrabantWallon,Wallonia,2,65,9,2,0,13,12
2433,2020-10-22,Brussels,Brussels,15,730,116,71,12,106,59
2434,2020-10-22,Hainaut,Wallonia,14,678,89,52,2,94,36
2435,2020-10-22,Limburg,Flanders,7,116,22,6,2,14,10
2436,2020-10-22,Liège,Wallonia,12,715,108,49,2,92,51
2437,2020-10-22,Luxembourg,Wallonia,3,95,16,11,0,10,5
2438,2020-10-22,Namur,Wallonia,6,192,30,20,1,22,10
2439,2020-10-22,OostVlaanderen,Flanders,14,338,58,20,1,47,23
2440,2020-10-22,VlaamsBrabant,Flanders,6,107,19,10,1,15,10
2441,2020-10-22,WestVlaanderen,Flanders,11,240,32,17,0,40,21
2442,2020-10-23,Antwerpen,Flanders,14,400,83,37,2,70,39
2443,2020-10-23,BrabantWallon,Wallonia,2,73,9,2,0,17,8
2444,2020-10-23,Brussels,Brussels,15,787,128,72,13,113,58
2445,2020-10-23,Hainaut,Wallonia,14,750,96,62,3,101,50
2446,2020-10-23,Limburg,Flanders,7,131,24,8,2,20,14
2447,2020-10-23,Liège,Wallonia,12,803,121,61,2,133,84
2448,2020-10-23,Luxembourg,Wallonia,3,116,19,11,0,11,6
2449,2020-10-23,Namur,Wallonia,6,225,35,21,1,24,7
2450,2020-10-23,OostVlaanderen,Flanders,14,368,63,26,1,54,27
2451,2020-10-23,VlaamsBrabant,Flanders,6,124,21,11,0,20,8
2452,2020-10-23,WestVlaanderen,Flanders,11,279,34,17,0,54,21
2453,2020-10-24,Antwerpen,Flanders,14,446,91,45,2,76,50
2454,2020-10-24,BrabantWallon,Wallonia,2,91,9,1,0,31,10
2455,2020-10-24,Brussels,Brussels,15,848,142,83,13,113,78
2456,2020-10-24,Hainaut,Wallonia,14,803,114,77,4,82,44
2457,2020-10-24,Limburg,Flanders,7,135,26,8,2,15,9
2458,2020-10-24,Liège,Wallonia,12,839,114,63,2,91,53
2459,2020-10-24,Luxembourg,Wallonia,3,121,19,11,0,13,11
2460,2020-10-24,Namur,Wallonia,6,257,43,23,2,27,15
2461,2020-10-24,OostVlaanderen,Flanders,14,409,64,26,1,74,44
2462,2020-10-24,VlaamsBrabant,Flanders,6,132,27,13,0,21,16
2463,2020-10-24,WestVlaanderen,Flanders,11,327,45,21,0,67,29
2464,2020-10-25,Antwerpen,Flanders,14,488,107,47,3,68,26
2465,2020-10-25,BrabantWallon,Wallonia,2,96,10,1,0,11,6
2466,2020-10-25,Brussels,Brussels,15,895,145,79,13,97,49
2467,2020-10-25,Hainaut,Wallonia,14,882,111,72,7,84,19
2468,2020-10-25,Limburg,Flanders,7,149,33,9,2,20,8
2469,2020-10-25,Liège,Wallonia,12,949,135,74,2,100,37
2470,2020-10-25,Luxembourg,Wallonia,3,126,22,10,0,11,4
2471,2020-10-25,Namur,Wallonia,6,275,46,27,2,22,15
2472,2020-10-25,OostVlaanderen,Flanders,14,454,70,25,1,63,29
2473,2020-10-25,VlaamsBrabant,Flanders,6,146,26,14,0,8,4
2474,2020-10-25,WestVlaanderen,Flanders,11,365,51,25,0,45,25
2475,2020-10-26,Antwerpen,Flanders,14,544,110,51,3,70,17
2476,2020-10-26,BrabantWallon,Wallonia,2,118,13,3,0,27,2
2477,2020-10-26,Brussels,Brussels,15,927,151,96,15,61,41
2478,2020-10-26,Hainaut,Wallonia,14,978,123,82,7,119,36
2479,2020-10-26,Limburg,Flanders,7,167,36,9,2,20,5
2480,2020-10-26,Liège,Wallonia,12,1030,143,82,2,96,29
2481,2020-10-26,Luxembourg,Wallonia,3,133,21,12,0,3,1
2482,2020-10-26,Namur,Wallonia,6,292,45,29,2,26,6
2483,2020-10-26,OostVlaanderen,Flanders,14,516,83,35,1,71,21
2484,2020-10-26,VlaamsBrabant,Flanders,6,156,32,16,0,13,9
2485,2020-10-26,WestVlaanderen,Flanders,11,407,55,29,0,39,7
2486,2020-10-27,Antwerpen,Flanders,14,563,109,56,3,70,55
2487,2020-10-27,BrabantWallon,Wallonia,2,119,12,2,0,14,15
2488,2020-10-27,Brussels,Brussels,15,942,145,95,17,123,87
2489,2020-10-27,Hainaut,Wallonia,14,1011,154,83,10,135,86
2490,2020-10-27,Limburg,Flanders,7,197,50,17,2,26,10
2491,2020-10-27,Liège,Wallonia,12,1064,167,96,2,91,95
2492,2020-10-27,Luxembourg,Wallonia,3,130,26,15,0,13,19
2493,2020-10-27,Namur,Wallonia,6,307,49,30,3,33,15
2494,2020-10-27,OostVlaanderen,Flanders,14,573,90,40,2,97,54
2495,2020-10-27,VlaamsBrabant,Flanders,6,177,42,19,0,25,12
2496,2020-10-27,WestVlaanderen,Flanders,11,465,68,32,0,80,39
2497,2020-10-28,Antwerpen,Flanders,14,589,115,62,3,59,49
2498,2020-10-28,BrabantWallon,Wallonia,2,128,17,6,0,34,22
2499,2020-10-28,Brussels,Brussels,15,1001,157,95,15,124,87
2500,2020-10-28,Hainaut,Wallonia,14,1083,167,90,10,144,72
2501,2020-10-28,Limburg,Flanders,7,216,54,15,2,27,17
2502,2020-10-28,Liège,Wallonia,12,1112,169,110,3,146,109
2503,2020-10-28,Luxembourg,Wallonia,3,154,28,16,0,11,2
2504,2020-10-28,Namur,Wallonia,6,323,52,30,2,35,19
2505,2020-10-28,OostVlaanderen,Flanders,14,622,101,50,2,73,48
2506,2020-10-28,VlaamsBrabant,Flanders,6,193,52,27,1,27,8
2507,2020-10-28,WestVlaanderen,Flanders,11,503,82,40,0,79,43
2508,2020-10-29,Antwerpen,Flanders,14,606,119,57,3,66,49
2509,2020-10-29,BrabantWallon,Wallonia,2,130,17,7,0,22,19
2510,2020-10-29,Brussels,Brussels,15,1026,166,95,15,115,92
2511,2020-10-29,Hainaut,Wallonia,14,1149,176,104,12,140,70
2512,2020-10-29,Limburg,Flanders,7,223,54,19,2,20,19
2513,2020-10-29,Liège,Wallonia,12,1154,175,109,3,102,87
2514,2020-10-29,Luxembourg,Wallonia,3,160,27,12,0,12,10
2515,2020-10-29,Namur,Wallonia,6,338,55,34,2,30,20
2516,2020-10-29,OostVlaanderen,Flanders,14,659,127,50,2,87,60
2517,2020-10-29,VlaamsBrabant,Flanders,6,209,54,26,1,23,14
2518,2020-10-29,WestVlaanderen,Flanders,11,533,87,43,0,71,40
2519,2020-10-30,Antwerpen,Flanders,14,642,127,66,2,102,52
2520,2020-10-30,BrabantWallon,Wallonia,2,141,16,7,0,24,12
2521,2020-10-30,Brussels,Brussels,15,1052,175,104,16,112,71
2522,2020-10-30,Hainaut,Wallonia,14,1208,182,111,11,162,83
2523,2020-10-30,Limburg,Flanders,7,232,57,17,2,22,12
2524,2020-10-30,Liège,Wallonia,12,1155,176,108,3,87,90
2525,2020-10-30,Luxembourg,Wallonia,3,161,30,17,0,9,15
2526,2020-10-30,Namur,Wallonia,6,349,56,36,2,40,27
2527,2020-10-30,OostVlaanderen,Flanders,14,703,135,55,2,92,63
2528,2020-10-30,VlaamsBrabant,Flanders,6,213,51,30,2,19,15
2529,2020-10-30,WestVlaanderen,Flanders,11,583,100,47,0,79,29
2530,2020-10-31,Antwerpen,Flanders,14,644,132,69,6,88,80
2531,2020-10-31,BrabantWallon,Wallonia,2,139,17,5,0,17,19
2532,2020-10-31,Brussels,Brussels,15,1091,183,109,16,115,91
2533,2020-10-31,Hainaut,Wallonia,14,1228,198,121,10,118,106
2534,2020-10-31,Limburg,Flanders,7,216,55,18,2,16,34
2535,2020-10-31,Liège,Wallonia,12,1134,183,117,2,111,121
2536,2020-10-31,Luxembourg,Wallonia,3,158,32,16,0,17,23
2537,2020-10-31,Namur,Wallonia,6,355,63,38,2,24,19
2538,2020-10-31,OostVlaanderen,Flanders,14,728,135,62,1,96,79
2539,2020-10-31,VlaamsBrabant,Flanders,6,216,55,32,2,27,27
2540,2020-10-31,WestVlaanderen,Flanders,11,593,108,46,3,78,66
2541,2020-11-01,Antwerpen,Flanders,14,713,146,80,2,81,20
2542,2020-11-01,BrabantWallon,Wallonia,2,139,17,9,0,13,11
2543,2020-11-01,Brussels,Brussels,15,1122,187,112,16,64,36
2544,2020-11-01,Hainaut,Wallonia,14,1270,204,128,10,94,40
2545,2020-11-01,Limburg,Flanders,7,260,67,20,3,41,5
2546,2020-11-01,Liège,Wallonia,12,1162,186,116,2,90,40
2547,2020-11-01,Luxembourg,Wallonia,3,172,33,13,0,16,6
2548,2020-11-01,Namur,Wallonia,6,360,65,39,2,33,22
2549,2020-11-01,OostVlaanderen,Flanders,14,768,146,60,1,65,34
2550,2020-11-01,VlaamsBrabant,Flanders,6,237,61,38,2,14,10
2551,2020-11-01,WestVlaanderen,Flanders,11,621,111,56,0,67,29
2552,2020-11-02,Antwerpen,Flanders,14,758,153,70,2,62,15
2553,2020-11-02,BrabantWallon,Wallonia,2,143,18,12,0,9,4
2554,2020-11-02,Brussels,Brussels,15,1175,188,112,17,71,29
2555,2020-11-02,Hainaut,Wallonia,14,1345,215,137,10,149,36
2556,2020-11-02,Limburg,Flanders,7,270,65,22,3,22,6
2557,2020-11-02,Liège,Wallonia,12,1218,202,115,2,81,35
2558,2020-11-02,Luxembourg,Wallonia,3,189,34,19,0,14,4
2559,2020-11-02,Namur,Wallonia,6,372,67,43,2,26,8
2560,2020-11-02,OostVlaanderen,Flanders,14,813,169,65,1,61,19
2561,2020-11-02,VlaamsBrabant,Flanders,6,270,64,37,2,37,7
2562,2020-11-02,WestVlaanderen,Flanders,11,680,127,66,1,80,20
2563,2020-11-03,Antwerpen,Flanders,14,778,164,85,2,99,79
2564,2020-11-03,BrabantWallon,Wallonia,2,152,20,13,0,27,17
2565,2020-11-03,Brussels,Brussels,15,1158,194,121,20,113,109
2566,2020-11-03,Hainaut,Wallonia,14,1386,225,153,11,177,126
2567,2020-11-03,Limburg,Flanders,7,274,72,30,3,32,33
2568,2020-11-03,Liège,Wallonia,12,1238,187,111,1,133,97
2569,2020-11-03,Luxembourg,Wallonia,3,190,39,22,0,19,9
2570,2020-11-03,Namur,Wallonia,6,378,70,40,2,33,32
2571,2020-11-03,OostVlaanderen,Flanders,14,881,186,68,4,114,71
2572,2020-11-03,VlaamsBrabant,Flanders,6,284,64,40,2,32,19
2573,2020-11-03,WestVlaanderen,Flanders,11,742,132,69,0,120,77
2574,2020-11-04,Antwerpen,Flanders,14,772,177,90,2,76,78
2575,2020-11-04,BrabantWallon,Wallonia,2,140,20,13,0,13,23
2576,2020-11-04,Brussels,Brussels,15,1159,198,126,18,102,106
2577,2020-11-04,Hainaut,Wallonia,14,1408,231,160,10,147,123
2578,2020-11-04,Limburg,Flanders,7,277,80,30,3,28,26
2579,2020-11-04,Liège,Wallonia,12,1192,194,106,1,78,99
2580,2020-11-04,Luxembourg,Wallonia,3,186,38,24,0,21,21
2581,2020-11-04,Namur,Wallonia,6,379,75,44,1,28,21
2582,2020-11-04,OostVlaanderen,Flanders,14,876,189,86,2,76,88
2583,2020-11-04,VlaamsBrabant,Flanders,6,286,73,41,2,17,22
2584,2020-11-04,WestVlaanderen,Flanders,11,736,137,73,0,89,77
2585,2020-11-05,Antwerpen,Flanders,14,805,174,92,3,73,77
2586,2020-11-05,BrabantWallon,Wallonia,2,135,21,14,0,11,14
2587,2020-11-05,Brussels,Brussels,15,1119,202,130,18,83,111
2588,2020-11-05,Hainaut,Wallonia,14,1379,239,157,10,133,136
2589,2020-11-05,Limburg,Flanders,7,272,80,36,2,20,23
2590,2020-11-05,Liège,Wallonia,12,1152,190,106,1,72,105
2591,2020-11-05,Luxembourg,Wallonia,3,191,42,24,0,10,17
2592,2020-11-05,Namur,Wallonia,6,362,77,48,2,22,45
2593,2020-11-05,OostVlaanderen,Flanders,14,857,183,90,2,65,68
2594,2020-11-05,VlaamsBrabant,Flanders,6,298,80,45,2,18,8
2595,2020-11-05,WestVlaanderen,Flanders,11,720,140,73,0,70,69
2596,2020-11-06,Antwerpen,Flanders,14,795,179,93,3,68,63
2597,2020-11-06,BrabantWallon,Wallonia,2,135,22,7,0,16,11
2598,2020-11-06,Brussels,Brussels,15,1068,207,139,21,69,123
2599,2020-11-06,Hainaut,Wallonia,14,1370,237,164,11,123,114
2600,2020-11-06,Limburg,Flanders,7,277,80,35,3,21,21
2601,2020-11-06,Liège,Wallonia,12,1128,193,108,2,91,115
2602,2020-11-06,Luxembourg,Wallonia,3,190,39,25,0,11,14
2603,2020-11-06,Namur,Wallonia,6,360,81,36,2,27,29
2604,2020-11-06,OostVlaanderen,Flanders,14,862,197,94,4,77,78
2605,2020-11-06,VlaamsBrabant,Flanders,6,293,81,44,1,18,20
2606,2020-11-06,WestVlaanderen,Flanders,11,746,143,83,1,85,47
2607,2020-11-07,Antwerpen,Flanders,14,768,181,106,3,62,90
2608,2020-11-07,BrabantWallon,Wallonia,2,128,20,13,0,11,19
2609,2020-11-07,Brussels,Brussels,15,1024,203,136,23,76,114
2610,2020-11-07,Hainaut,Wallonia,14,1344,249,174,13,116,127
2611,2020-11-07,Limburg,Flanders,7,254,83,43,2,13,24
2612,2020-11-07,Liège,Wallonia,12,1062,185,106,3,63,107
2613,2020-11-07,Luxembourg,Wallonia,3,181,42,32,0,10,25
2614,2020-11-07,Namur,Wallonia,6,339,83,49,2,25,43
2615,2020-11-07,OostVlaanderen,Flanders,14,824,192,96,4,71,97
2616,2020-11-07,VlaamsBrabant,Flanders,6,299,81,43,1,21,21
2617,2020-11-07,WestVlaanderen,Flanders,11,672,145,83,1,48,94
2618,2020-11-08,Antwerpen,Flanders,14,785,185,107,3,52,34
2619,2020-11-08,BrabantWallon,Wallonia,2,127,20,14,0,7,10
2620,2020-11-08,Brussels,Brussels,15,1017,200,142,24,45,38
2621,2020-11-08,Hainaut,Wallonia,14,1357,260,177,13,86,60
2622,2020-11-08,Limburg,Flanders,7,258,83,42,3,12,12
2623,2020-11-08,Liège,Wallonia,12,1066,184,109,3,60,46
2624,2020-11-08,Luxembourg,Wallonia,3,183,40,27,0,11,4
2625,2020-11-08,Namur,Wallonia,6,351,81,47,3,20,17
2626,2020-11-08,OostVlaanderen,Flanders,14,816,187,95,4,44,37
2627,2020-11-08,VlaamsBrabant,Flanders,6,306,79,47,2,18,6
2628,2020-11-08,WestVlaanderen,Flanders,11,689,151,83,1,60,38
2629,2020-11-09,Antwerpen,Flanders,14,826,181,108,3,53,16
2630,2020-11-09,BrabantWallon,Wallonia,2,127,19,14,0,4,1
2631,2020-11-09,Brussels,Brussels,15,1056,205,135,22,66,24
2632,2020-11-09,Hainaut,Wallonia,14,1392,264,161,12,87,38
2633,2020-11-09,Limburg,Flanders,7,269,79,40,4,20,0
2634,2020-11-09,Liège,Wallonia,12,1090,189,113,4,51,23
2635,2020-11-09,Luxembourg,Wallonia,3,182,36,28,0,9,3
2636,2020-11-09,Namur,Wallonia,6,367,83,53,4,20,4
2637,2020-11-09,OostVlaanderen,Flanders,14,876,186,105,4,66,22
2638,2020-11-09,VlaamsBrabant,Flanders,6,314,85,46,3,12,1
2639,2020-11-09,WestVlaanderen,Flanders,11,722,147,81,1,55,16
2640,2020-11-10,Antwerpen,Flanders,14,810,184,110,3,77,65
2641,2020-11-10,BrabantWallon,Wallonia,2,120,20,14,0,14,16
2642,2020-11-10,Brussels,Brussels,15,991,199,133,23,92,120
2643,2020-11-10,Hainaut,Wallonia,14,1387,262,186,14,119,134
2644,2020-11-10,Limburg,Flanders,7,274,74,28,7,22,28
2645,2020-11-10,Liège,Wallonia,12,1055,189,108,4,67,99
2646,2020-11-10,Luxembourg,Wallonia,3,172,39,28,0,12,22
2647,2020-11-10,Namur,Wallonia,6,365,87,51,6,29,31
2648,2020-11-10,OostVlaanderen,Flanders,14,848,179,93,4,76,106
2649,2020-11-10,VlaamsBrabant,Flanders,6,317,83,48,5,29,20
2650,2020-11-10,WestVlaanderen,Flanders,11,719,154,86,5,81,75
2651,2020-11-11,Antwerpen,Flanders,14,813,187,110,4,68,67
2652,2020-11-11,BrabantWallon,Wallonia,2,112,22,16,0,15,21
2653,2020-11-11,Brussels,Brussels,15,974,197,135,23,76,103
2654,2020-11-11,Hainaut,Wallonia,14,1338,256,181,16,117,123
2655,2020-11-11,Limburg,Flanders,7,268,70,40,5,23,24
2656,2020-11-11,Liège,Wallonia,12,989,193,112,4,66,80
2657,2020-11-11,Luxembourg,Wallonia,3,174,40,30,0,16,4
2658,2020-11-11,Namur,Wallonia,6,352,83,50,6,26,41
2659,2020-11-11,OostVlaanderen,Flanders,14,827,181,90,3,63,90
2660,2020-11-11,VlaamsBrabant,Flanders,6,313,79,48,5,21,21
2661,2020-11-11,WestVlaanderen,Flanders,11,719,155,86,6,74,64
2662,2020-11-12,Antwerpen,Flanders,14,824,199,114,5,36,31
2663,2020-11-12,BrabantWallon,Wallonia,2,121,22,15,0,10,2
2664,2020-11-12,Brussels,Brussels,15,1017,194,138,22,70,37
2665,2020-11-12,Hainaut,Wallonia,14,1358,253,180,18,90,36
2666,2020-11-12,Limburg,Flanders,7,287,73,41,5,24,12
2667,2020-11-12,Liège,Wallonia,12,985,179,123,4,48,45
2668,2020-11-12,Luxembourg,Wallonia,3,180,41,29,0,7,6
2669,2020-11-12,Namur,Wallonia,6,349,83,53,7,15,16
2670,2020-11-12,OostVlaanderen,Flanders,14,841,184,86,4,52,30
2671,2020-11-12,VlaamsBrabant,Flanders,6,321,79,45,3,18,8
2672,2020-11-12,WestVlaanderen,Flanders,11,727,149,83,5,44,28
2673,2020-11-13,Antwerpen,Flanders,14,806,198,108,5,68,72
2674,2020-11-13,BrabantWallon,Wallonia,2,121,20,16,0,16,14
2675,2020-11-13,Brussels,Brussels,15,997,203,139,24,71,90
2676,2020-11-13,Hainaut,Wallonia,14,1287,249,185,19,118,113
2677,2020-11-13,Limburg,Flanders,7,274,79,45,5,14,32
2678,2020-11-13,Liège,Wallonia,12,962,179,120,6,69,91
2679,2020-11-13,Luxembourg,Wallonia,3,173,38,26,0,15,19
2680,2020-11-13,Namur,Wallonia,6,344,83,52,7,24,34
2681,2020-11-13,OostVlaanderen,Flanders,14,796,181,91,6,62,105
2682,2020-11-13,VlaamsBrabant,Flanders,6,307,77,43,3,14,23
2683,2020-11-13,WestVlaanderen,Flanders,11,695,150,78,7,55,76
2684,2020-11-14,Antwerpen,Flanders,14,790,192,110,7,53,83
2685,2020-11-14,BrabantWallon,Wallonia,2,112,17,14,0,10,17
2686,2020-11-14,Brussels,Brussels,15,969,206,142,21,70,90
2687,2020-11-14,Hainaut,Wallonia,14,1230,236,180,21,93,134
2688,2020-11-14,Limburg,Flanders,7,270,74,46,5,17,18
2689,2020-11-14,Liège,Wallonia,12,928,175,110,5,54,79
2690,2020-11-14,Luxembourg,Wallonia,3,152,34,23,0,1,13
2691,2020-11-14,Namur,Wallonia,6,329,87,56,7,20,47
2692,2020-11-14,OostVlaanderen,Flanders,14,757,181,73,9,65,89
2693,2020-11-14,VlaamsBrabant,Flanders,6,291,72,43,3,20,29
2694,2020-11-14,WestVlaanderen,Flanders,11,677,149,79,6,58,81
2695,2020-11-15,Antwerpen,Flanders,14,791,192,114,7,41,31
2696,2020-11-15,BrabantWallon,Wallonia,2,113,17,14,0,6,3
2697,2020-11-15,Brussels,Brussels,15,970,210,138,22,35,26
2698,2020-11-15,Hainaut,Wallonia,14,1224,232,180,22,60,36
2699,2020-11-15,Limburg,Flanders,7,282,73,47,6,19,6
2700,2020-11-15,Liège,Wallonia,12,921,177,111,6,26,23
2701,2020-11-15,Luxembourg,Wallonia,3,154,36,25,0,8,4
2702,2020-11-15,Namur,Wallonia,6,331,85,55,7,11,12
2703,2020-11-15,OostVlaanderen,Flanders,14,753,184,91,9,50,42
2704,2020-11-15,VlaamsBrabant,Flanders,6,287,75,44,3,8,13
2705,2020-11-15,WestVlaanderen,Flanders,11,692,158,81,6,41,16
2706,2020-11-16,Antwerpen,Flanders,14,804,178,107,7,42,17
2707,2020-11-16,BrabantWallon,Wallonia,2,110,18,14,0,7,0
2708,2020-11-16,Brussels,Brussels,15,965,210,141,19,34,35
2709,2020-11-16,Hainaut,Wallonia,14,1225,232,179,23,45,16
2710,2020-11-16,Limburg,Flanders,7,293,76,47,6,20,4
2711,2020-11-16,Liège,Wallonia,12,925,176,109,8,29,12
2712,2020-11-16,Luxembourg,Wallonia,3,165,34,23,0,12,4
2713,2020-11-16,Namur,Wallonia,6,325,79,58,7,7,9
2714,2020-11-16,OostVlaanderen,Flanders,14,772,180,97,9,40,16
2715,2020-11-16,VlaamsBrabant,Flanders,6,290,74,45,4,9,5
2716,2020-11-16,WestVlaanderen,Flanders,11,706,151,75,7,40,10
2717,2020-11-17,Antwerpen,Flanders,14,786,174,114,8,43,85
2718,2020-11-17,BrabantWallon,Wallonia,2,98,15,13,0,12,11
2719,2020-11-17,Brussels,Brussels,15,901,196,129,18,48,97
2720,2020-11-17,Hainaut,Wallonia,14,1167,229,177,24,78,125
2721,2020-11-17,Limburg,Flanders,7,287,81,50,7,23,32
2722,2020-11-17,Liège,Wallonia,12,853,166,114,6,53,117
2723,2020-11-17,Luxembourg,Wallonia,3,162,33,24,0,7,16
2724,2020-11-17,Namur,Wallonia,6,314,78,58,7,20,29
2725,2020-11-17,OostVlaanderen,Flanders,14,730,179,78,7,40,80
2726,2020-11-17,VlaamsBrabant,Flanders,6,263,69,47,3,6,26
2727,2020-11-17,WestVlaanderen,Flanders,11,679,136,81,7,50,70
2728,2020-11-18,Antwerpen,Flanders,14,753,168,116,8,40,51
2729,2020-11-18,BrabantWallon,Wallonia,2,89,14,13,0,7,17
2730,2020-11-18,Brussels,Brussels,15,840,194,130,23,43,97
2731,2020-11-18,Hainaut,Wallonia,14,1109,215,171,21,69,85
2732,2020-11-18,Limburg,Flanders,7,290,82,46,8,28,18
2733,2020-11-18,Liège,Wallonia,12,801,165,118,5,40,76
2734,2020-11-18,Luxembourg,Wallonia,3,150,35,23,0,15,18
2735,2020-11-18,Namur,Wallonia,6,292,74,60,7,17,31
2736,2020-11-18,OostVlaanderen,Flanders,14,726,172,90,9,45,74
2737,2020-11-18,VlaamsBrabant,Flanders,6,246,69,44,2,10,31
2738,2020-11-18,WestVlaanderen,Flanders,11,634,135,76,7,44,84
2739,2020-11-19,Antwerpen,Flanders,14,734,176,120,8,50,63
2740,2020-11-19,BrabantWallon,Wallonia,2,86,14,10,0,4,3
2741,2020-11-19,Brussels,Brussels,15,772,189,136,22,50,95
2742,2020-11-19,Hainaut,Wallonia,14,1049,205,133,19,66,103
2743,2020-11-19,Limburg,Flanders,7,280,76,47,8,18,17
2744,2020-11-19,Liège,Wallonia,12,766,153,113,5,49,79
2745,2020-11-19,Luxembourg,Wallonia,3,136,33,23,0,11,17
2746,2020-11-19,Namur,Wallonia,6,273,72,58,5,7,24
2747,2020-11-19,OostVlaanderen,Flanders,14,716,171,85,10,46,72
2748,2020-11-19,VlaamsBrabant,Flanders,6,231,72,43,2,10,18
2749,2020-11-19,WestVlaanderen,Flanders,11,608,125,69,6,52,64
2750,2020-11-20,Antwerpen,Flanders,14,712,181,122,8,36,54
2751,2020-11-20,BrabantWallon,Wallonia,2,84,13,10,0,6,6
2752,2020-11-20,Brussels,Brussels,15,746,187,135,22,44,80
2753,2020-11-20,Hainaut,Wallonia,14,1003,199,141,20,58,85
2754,2020-11-20,Limburg,Flanders,7,264,71,44,8,14,21
2755,2020-11-20,Liège,Wallonia,12,718,151,113,5,29,70
2756,2020-11-20,Luxembourg,Wallonia,3,145,32,22,0,19,8
2757,2020-11-20,Namur,Wallonia,6,239,68,51,5,11,40
2758,2020-11-20,OostVlaanderen,Flanders,14,685,158,67,9,45,67
2759,2020-11-20,VlaamsBrabant,Flanders,6,218,71,42,3,10,17
2760,2020-11-20,WestVlaanderen,Flanders,11,604,125,68,6,51,52
2761,2020-11-21,Antwerpen,Flanders,14,675,173,119,10,43,69
2762,2020-11-21,BrabantWallon,Wallonia,2,70,14,11,0,5,17
2763,2020-11-21,Brussels,Brussels,15,696,178,126,22,40,81
2764,2020-11-21,Hainaut,Wallonia,14,916,189,138,19,41,93
2765,2020-11-21,Limburg,Flanders,7,241,67,41,6,7,24
2766,2020-11-21,Liège,Wallonia,12,652,147,111,5,26,72
2767,2020-11-21,Luxembourg,Wallonia,3,147,33,21,0,7,8
2768,2020-11-21,Namur,Wallonia,6,221,65,45,5,11,27
2769,2020-11-21,OostVlaanderen,Flanders,14,636,148,83,10,35,77
2770,2020-11-21,VlaamsBrabant,Flanders,6,208,67,41,4,16,17
2771,2020-11-21,WestVlaanderen,Flanders,11,555,120,63,6,30,57
2772,2020-11-22,Antwerpen,Flanders,14,676,171,106,8,25,14
2773,2020-11-22,BrabantWallon,Wallonia,2,74,13,10,0,8,3
2774,2020-11-22,Brussels,Brussels,15,693,178,123,26,25,25
2775,2020-11-22,Hainaut,Wallonia,14,912,186,129,19,46,27
2776,2020-11-22,Limburg,Flanders,7,236,62,39,6,11,10
2777,2020-11-22,Liège,Wallonia,12,651,148,109,5,20,17
2778,2020-11-22,Luxembourg,Wallonia,3,146,34,22,0,4,0
2779,2020-11-22,Namur,Wallonia,6,220,68,47,6,1,8
2780,2020-11-22,OostVlaanderen,Flanders,14,647,150,71,9,31,21
2781,2020-11-22,VlaamsBrabant,Flanders,6,210,65,40,4,12,7
2782,2020-11-22,WestVlaanderen,Flanders,11,560,119,64,6,32,12
2783,2020-11-23,Antwerpen,Flanders,14,682,167,110,8,25,20
2784,2020-11-23,BrabantWallon,Wallonia,2,75,14,11,0,5,1
2785,2020-11-23,Brussels,Brussels,15,696,171,123,24,27,13
2786,2020-11-23,Hainaut,Wallonia,14,911,189,143,23,33,16
2787,2020-11-23,Limburg,Flanders,7,243,62,37,5,13,4
2788,2020-11-23,Liège,Wallonia,12,661,142,105,5,25,11
2789,2020-11-23,Luxembourg,Wallonia,3,148,32,20,0,5,1
2790,2020-11-23,Namur,Wallonia,6,221,66,48,5,7,3
2791,2020-11-23,OostVlaanderen,Flanders,14,655,147,76,11,28,17
2792,2020-11-23,VlaamsBrabant,Flanders,6,208,64,40,4,7,2
2793,2020-11-23,WestVlaanderen,Flanders,11,576,114,62,7,36,14
2794,2020-11-24,Antwerpen,Flanders,14,646,158,109,8,47,74
2795,2020-11-24,BrabantWallon,Wallonia,2,73,12,10,0,9,10
2796,2020-11-24,Brussels,Brussels,15,649,170,119,25,40,85
2797,2020-11-24,Hainaut,Wallonia,14,849,173,113,21,48,62
2798,2020-11-24,Limburg,Flanders,7,229,60,35,4,19,35
2799,2020-11-24,Liège,Wallonia,12,592,135,89,6,18,84
2800,2020-11-24,Luxembourg,Wallonia,3,138,28,22,0,2,14
2801,2020-11-24,Namur,Wallonia,6,215,66,48,5,9,17
2802,2020-11-24,OostVlaanderen,Flanders,14,642,148,74,12,54,70
2803,2020-11-24,VlaamsBrabant,Flanders,6,210,46,41,5,13,16
2804,2020-11-24,WestVlaanderen,Flanders,11,540,109,59,7,46,57
2805,2020-11-25,Antwerpen,Flanders,14,646,148,97,8,39,48
2806,2020-11-25,BrabantWallon,Wallonia,2,67,10,7,0,4,7
2807,2020-11-25,Brussels,Brussels,15,637,171,117,23,47,61
2808,2020-11-25,Hainaut,Wallonia,14,779,171,138,21,46,75
2809,2020-11-25,Limburg,Flanders,7,209,56,31,4,13,30
