,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
2044,2020-09-16,VlaamsBrabant,Flanders,6,14,4,3,0,0,1
2045,2020-09-16,WestVlaanderen,Flanders,11,22,2,1,0,1,2
2046,2020-09-17,Antwerpen,Flanders,14,78,15,9,2,6,7
2047,2020-09-17,BrabantWallon,Wallonia,2,2,0,0,0,0,1
2048,2020-09-17,Brussels,Brussels,15,117,23,12,4,16,22
2049,2020-09-17,Hainaut,Wallonia,14,36,6,4,0,5,3
2050,2020-09-17,Limburg,Flanders,7,11,2,0,0,4,2
2051,2020-09-17,Liège,Wallonia,12,50,12,8,1,9,1
2052,2020-09-17,Luxembourg,Wallonia,3,4,1,0,0,0,0
2053,2020-09-17,Namur,Wallonia,6,3,1,0,1,0,1
2054,2020-09-17,OostVlaanderen,Flanders,14,30,3,1,0,3,3
2055,2020-09-17,VlaamsBrabant,Flanders,6,13,3,3,0,1,2
2056,2020-09-17,WestVlaanderen,Flanders,11,27,3,2,0,5,2
2057,2020-09-18,Antwerpen,Flanders,14,86,21,12,2,17,16
2058,2020-09-18,BrabantWallon,Wallonia,2,1,0,0,0,0,1
2059,2020-09-18,Brussels,Brussels,15,117,23,14,5,9,19
2060,2020-09-18,Hainaut,Wallonia,14,42,5,3,0,6,3
2061,2020-09-18,Limburg,Flanders,7,9,3,0,0,0,2
2062,2020-09-18,Liège,Wallonia,12,52,15,9,1,7,6
2063,2020-09-18,Luxembourg,Wallonia,3,5,1,0,0,2,1
2064,2020-09-18,Namur,Wallonia,6,3,1,0,1,0,1
2065,2020-09-18,OostVlaanderen,Flanders,14,34,3,1,0,11,7
2066,2020-09-18,VlaamsBrabant,Flanders,6,14,3,3,0,1,0
2067,2020-09-18,WestVlaanderen,Flanders,11,29,3,2,0,5,2
2068,2020-09-19,Antwerpen,Flanders,14,89,20,13,2,13,13
2069,2020-09-19,BrabantWallon,Wallonia,2,3,0,0,0,2,0
2070,2020-09-19,Brussels,Brussels,15,120,22,13,4,13,12
2071,2020-09-19,Hainaut,Wallonia,14,45,7,3,0,7,2
2072,2020-09-19,Limburg,Flanders,7,12,3,0,0,2,0
2073,2020-09-19,Liège,Wallonia,12,53,12,9,1,5,5
2074,2020-09-19,Luxembourg,Wallonia,3,8,2,0,0,0,0
2075,2020-09-19,Namur,Wallonia,6,3,1,0,1,0,0
2076,2020-09-19,OostVlaanderen,Flanders,14,42,5,1,0,12,5
2077,2020-09-19,VlaamsBrabant,Flanders,6,14,3,3,0,1,1
2078,2020-09-19,WestVlaanderen,Flanders,11,32,3,2,0,3,2
2079,2020-09-20,Antwerpen,Flanders,14,83,18,8,2,7,7
2080,2020-09-20,BrabantWallon,Wallonia,2,3,1,0,0,0,0
2081,2020-09-20,Brussels,Brussels,15,124,22,13,4,8,4
2082,2020-09-20,Hainaut,Wallonia,14,47,6,4,0,12,1
2083,2020-09-20,Limburg,Flanders,7,14,3,0,0,5,2
2084,2020-09-20,Liège,Wallonia,12,61,14,9,1,9,1
2085,2020-09-20,Luxembourg,Wallonia,3,8,1,0,0,0,0
2086,2020-09-20,Namur,Wallonia,6,4,1,0,1,1,0
2087,2020-09-20,OostVlaanderen,Flanders,14,45,6,2,0,4,2
2088,2020-09-20,VlaamsBrabant,Flanders,6,12,2,2,0,0,1
2089,2020-09-20,WestVlaanderen,Flanders,11,31,3,2,0,4,4
2090,2020-09-21,Antwerpen,Flanders,14,89,18,9,2,7,2
2091,2020-09-21,BrabantWallon,Wallonia,2,4,1,0,0,1,0
2092,2020-09-21,Brussels,Brussels,15,151,27,17,3,29,13
2093,2020-09-21,Hainaut,Wallonia,14,58,6,4,0,6,2
2094,2020-09-21,Limburg,Flanders,7,14,4,0,0,1,1
2095,2020-09-21,Liège,Wallonia,12,64,14,9,1,3,0
2096,2020-09-21,Luxembourg,Wallonia,3,10,1,0,0,1,0
2097,2020-09-21,Namur,Wallonia,6,4,1,0,1,0,0
2098,2020-09-21,OostVlaanderen,Flanders,14,50,7,3,0,9,0
2099,2020-09-21,VlaamsBrabant,Flanders,6,12,2,2,0,1,1
2100,2020-09-21,WestVlaanderen,Flanders,11,34,6,2,0,3,0
2101,2020-09-22,Antwerpen,Flanders,14,95,14,7,1,18,10
2102,2020-09-22,BrabantWallon,Wallonia,2,4,1,0,0,0,0
2103,2020-09-22,Brussels,Brussels,15,155,32,20,3,21,24
2104,2020-09-22,Hainaut,Wallonia,14,60,7,4,0,7,4
2105,2020-09-22,Limburg,Flanders,7,13,5,0,0,3,4
2106,2020-09-22,Liège,Wallonia,12,58,14,9,1,5,10
2107,2020-09-22,Luxembourg,Wallonia,3,9,1,0,0,0,1
2108,2020-09-22,Namur,Wallonia,6,7,2,0,1,4,0
2109,2020-09-22,OostVlaanderen,Flanders,14,54,9,3,0,11,7
2110,2020-09-22,VlaamsBrabant,Flanders,6,13,3,2,0,2,1
2111,2020-09-22,WestVlaanderen,Flanders,11,37,6,3,0,5,4
2112,2020-09-23,Antwerpen,Flanders,14,94,14,6,1,7,11
2113,2020-09-23,BrabantWallon,Wallonia,2,4,1,0,0,1,1
2114,2020-09-23,Brussels,Brussels,15,165,35,24,5,22,14
2115,2020-09-23,Hainaut,Wallonia,14,67,7,4,0,4,1
2116,2020-09-23,Limburg,Flanders,7,15,5,0,0,2,0
2117,2020-09-23,Liège,Wallonia,12,70,13,9,1,16,4
2118,2020-09-23,Luxembourg,Wallonia,3,10,0,0,0,0,1
2119,2020-09-23,Namur,Wallonia,6,7,2,0,1,1,0
2120,2020-09-23,OostVlaanderen,Flanders,14,55,8,4,0,5,5
2121,2020-09-23,VlaamsBrabant,Flanders,6,24,3,2,0,9,3
2122,2020-09-23,WestVlaanderen,Flanders,11,39,7,3,0,7,2
2123,2020-09-24,Antwerpen,Flanders,14,104,16,7,2,22,10
2124,2020-09-24,BrabantWallon,Wallonia,2,4,1,0,0,0,0
2125,2020-09-24,Brussels,Brussels,15,182,37,26,6,24,12
2126,2020-09-24,Hainaut,Wallonia,14,72,8,4,0,7,5
2127,2020-09-24,Limburg,Flanders,7,17,6,0,0,3,0
2128,2020-09-24,Liège,Wallonia,12,74,13,9,1,9,3
2129,2020-09-24,Luxembourg,Wallonia,3,8,0,0,0,1,1
2130,2020-09-24,Namur,Wallonia,6,8,2,0,1,0,0
2131,2020-09-24,OostVlaanderen,Flanders,14,65,11,6,0,16,7
2132,2020-09-24,VlaamsBrabant,Flanders,6,30,3,2,0,7,1
2133,2020-09-24,WestVlaanderen,Flanders,11,38,7,3,0,4,8
2134,2020-09-25,Antwerpen,Flanders,14,108,14,6,1,13,10
2135,2020-09-25,BrabantWallon,Wallonia,2,6,1,0,0,2,0
2136,2020-09-25,Brussels,Brussels,15,178,41,23,5,20,24
2137,2020-09-25,Hainaut,Wallonia,14,77,8,4,0,7,7
2138,2020-09-25,Limburg,Flanders,7,17,6,0,0,2,2
2139,2020-09-25,Liège,Wallonia,12,81,16,11,1,12,8
2140,2020-09-25,Luxembourg,Wallonia,3,7,0,0,0,0,0
2141,2020-09-25,Namur,Wallonia,6,7,2,0,1,1,2
2142,2020-09-25,OostVlaanderen,Flanders,14,69,11,7,0,6,3
2143,2020-09-25,VlaamsBrabant,Flanders,6,29,3,2,0,5,2
2144,2020-09-25,WestVlaanderen,Flanders,11,41,8,2,0,6,4
2145,2020-09-26,Antwerpen,Flanders,14,113,17,5,1,10,12
2146,2020-09-26,BrabantWallon,Wallonia,2,6,1,0,0,0,2
2147,2020-09-26,Brussels,Brussels,15,178,40,26,4,13,15
2148,2020-09-26,Hainaut,Wallonia,14,80,10,3,0,10,7
2149,2020-09-26,Limburg,Flanders,7,16,6,1,0,1,2
2150,2020-09-26,Liège,Wallonia,12,79,20,12,0,7,6
2151,2020-09-26,Luxembourg,Wallonia,3,8,1,0,0,1,0
2152,2020-09-26,Namur,Wallonia,6,7,3,1,1,1,1
2153,2020-09-26,OostVlaanderen,Flanders,14,71,10,7,0,7,14
2154,2020-09-26,VlaamsBrabant,Flanders,6,27,2,2,0,1,2
2155,2020-09-26,WestVlaanderen,Flanders,11,41,10,3,0,3,4
2156,2020-09-27,Antwerpen,Flanders,14,116,21,5,1,12,8
2157,2020-09-27,BrabantWallon,Wallonia,2,9,3,1,0,2,0
2158,2020-09-27,Brussels,Brussels,15,190,42,28,4,18,9
2159,2020-09-27,Hainaut,Wallonia,14,81,10,3,0,1,0
2160,2020-09-27,Limburg,Flanders,7,17,6,0,0,3,1
2161,2020-09-27,Liège,Wallonia,12,85,21,12,0,6,6
2162,2020-09-27,Luxembourg,Wallonia,3,8,3,1,0,1,1
2163,2020-09-27,Namur,Wallonia,6,6,3,1,1,0,0
2164,2020-09-27,OostVlaanderen,Flanders,14,74,14,7,0,7,2
2165,2020-09-27,VlaamsBrabant,Flanders,6,25,2,2,0,1,3
2166,2020-09-27,WestVlaanderen,Flanders,11,43,10,3,0,0,1
2167,2020-09-28,Antwerpen,Flanders,14,128,25,8,1,19,3
2168,2020-09-28,BrabantWallon,Wallonia,2,9,3,1,0,0,0
2169,2020-09-28,Brussels,Brussels,15,210,44,28,3,23,13
2170,2020-09-28,Hainaut,Wallonia,14,89,11,5,0,12,3
2171,2020-09-28,Limburg,Flanders,7,20,6,2,0,2,1
2172,2020-09-28,Liège,Wallonia,12,87,21,13,0,5,2
2173,2020-09-28,Luxembourg,Wallonia,3,9,3,0,0,0,0
2174,2020-09-28,Namur,Wallonia,6,7,3,1,1,1,0
2175,2020-09-28,OostVlaanderen,Flanders,14,76,13,8,0,4,1
2176,2020-09-28,VlaamsBrabant,Flanders,6,27,2,2,0,3,0
2177,2020-09-28,WestVlaanderen,Flanders,11,46,9,3,0,5,3
2178,2020-09-29,Antwerpen,Flanders,14,138,28,7,1,19,14
2179,2020-09-29,BrabantWallon,Wallonia,2,8,3,1,0,0,1
2180,2020-09-29,Brussels,Brussels,15,221,46,32,2,30,25
2181,2020-09-29,Hainaut,Wallonia,14,86,13,6,0,9,9
2182,2020-09-29,Limburg,Flanders,7,20,6,1,0,5,4
2183,2020-09-29,Liège,Wallonia,12,91,24,13,0,16,11
2184,2020-09-29,Luxembourg,Wallonia,3,10,1,0,0,0,1
2185,2020-09-29,Namur,Wallonia,6,8,3,1,1,1,0
2186,2020-09-29,OostVlaanderen,Flanders,14,66,13,7,0,3,9
2187,2020-09-29,VlaamsBrabant,Flanders,6,24,3,2,0,4,6
2188,2020-09-29,WestVlaanderen,Flanders,11,44,10,3,0,4,7
2189,2020-09-30,Antwerpen,Flanders,14,134,27,6,1,9,8
2190,2020-09-30,BrabantWallon,Wallonia,2,7,3,1,0,0,1
2191,2020-09-30,Brussels,Brussels,15,235,51,35,3,34,30
2192,2020-09-30,Hainaut,Wallonia,14,89,18,10,0,7,8
2193,2020-09-30,Limburg,Flanders,7,23,5,1,0,6,3
2194,2020-09-30,Liège,Wallonia,12,99,21,11,0,9,2
2195,2020-09-30,Luxembourg,Wallonia,3,8,1,0,0,1,0
2196,2020-09-30,Namur,Wallonia,6,10,4,1,1,2,0
2197,2020-09-30,OostVlaanderen,Flanders,14,68,14,5,0,17,13
2198,2020-09-30,VlaamsBrabant,Flanders,6,21,5,2,0,0,3
2199,2020-09-30,WestVlaanderen,Flanders,11,45,8,3,0,4,3
2200,2020-10-01,Antwerpen,Flanders,14,145,27,6,1,15,12
2201,2020-10-01,BrabantWallon,Wallonia,2,9,3,1,0,2,0
2202,2020-10-01,Brussels,Brussels,15,245,49,32,3,33,24
2203,2020-10-01,Hainaut,Wallonia,14,94,15,9,0,10,4
2204,2020-10-01,Limburg,Flanders,7,25,6,1,0,4,4
2205,2020-10-01,Liège,Wallonia,12,100,20,11,0,9,9
2206,2020-10-01,Luxembourg,Wallonia,3,8,1,0,0,0,0
2207,2020-10-01,Namur,Wallonia,6,11,5,2,1,1,0
2208,2020-10-01,OostVlaanderen,Flanders,14,66,15,5,0,8,11
2209,2020-10-01,VlaamsBrabant,Flanders,6,25,5,1,0,4,1
2210,2020-10-01,WestVlaanderen,Flanders,11,45,10,3,0,4,3
2211,2020-10-02,Antwerpen,Flanders,14,147,29,7,1,19,15
2212,2020-10-02,BrabantWallon,Wallonia,2,9,2,1,0,1,1
2213,2020-10-02,Brussels,Brussels,15,240,50,32,4,11,12
2214,2020-10-02,Hainaut,Wallonia,14,88,15,9,0,9,12
2215,2020-10-02,Limburg,Flanders,7,25,6,0,0,3,4
2216,2020-10-02,Liège,Wallonia,12,103,21,11,0,9,3
2217,2020-10-02,Luxembourg,Wallonia,3,8,1,0,0,0,0
2218,2020-10-02,Namur,Wallonia,6,17,4,1,1,6,0
2219,2020-10-02,OostVlaanderen,Flanders,14,75,17,5,0,5,4
2220,2020-10-02,VlaamsBrabant,Flanders,6,33,6,2,0,9,3
2221,2020-10-02,WestVlaanderen,Flanders,11,44,12,4,0,3,4
2222,2020-10-03,Antwerpen,Flanders,14,152,33,13,1,14,20
2223,2020-10-03,BrabantWallon,Wallonia,2,7,2,1,0,0,2
2224,2020-10-03,Brussels,Brussels,15,246,51,30,5,20,25
2225,2020-10-03,Hainaut,Wallonia,14,93,17,10,0,12,8
2226,2020-10-03,Limburg,Flanders,7,29,8,0,0,4,0
2227,2020-10-03,Liège,Wallonia,12,115,27,12,0,16,10
2228,2020-10-03,Luxembourg,Wallonia,3,7,2,0,0,0,1
2229,2020-10-03,Namur,Wallonia,6,17,5,1,1,0,1
2230,2020-10-03,OostVlaanderen,Flanders,14,75,18,6,0,6,6
2231,2020-10-03,VlaamsBrabant,Flanders,6,36,8,2,0,6,2
2232,2020-10-03,WestVlaanderen,Flanders,11,42,14,4,0,1,3
2233,2020-10-04,Antwerpen,Flanders,14,155,33,13,2,15,9
2234,2020-10-04,BrabantWallon,Wallonia,2,7,2,1,0,0,0
2235,2020-10-04,Brussels,Brussels,15,238,52,31,6,18,12
2236,2020-10-04,Hainaut,Wallonia,14,113,18,7,0,24,2
2237,2020-10-04,Limburg,Flanders,7,33,6,0,0,5,1
2238,2020-10-04,Liège,Wallonia,12,131,27,12,0,12,3
2239,2020-10-04,Luxembourg,Wallonia,3,10,2,0,0,3,0
2240,2020-10-04,Namur,Wallonia,6,20,4,1,1,2,0
2241,2020-10-04,OostVlaanderen,Flanders,14,84,18,6,0,9,7
2242,2020-10-04,VlaamsBrabant,Flanders,6,35,9,2,0,3,2
2243,2020-10-04,WestVlaanderen,Flanders,11,40,15,4,0,0,1
2244,2020-10-05,Antwerpen,Flanders,14,168,33,13,1,16,4
2245,2020-10-05,BrabantWallon,Wallonia,2,9,2,1,0,2,0
2246,2020-10-05,Brussels,Brussels,15,260,55,34,5,30,17
2247,2020-10-05,Hainaut,Wallonia,14,125,19,9,0,11,0
2248,2020-10-05,Limburg,Flanders,7,33,8,0,0,2,2
2249,2020-10-05,Liège,Wallonia,12,140,29,12,1,11,0
2250,2020-10-05,Luxembourg,Wallonia,3,12,4,0,0,1,0
2251,2020-10-05,Namur,Wallonia,6,21,5,2,0,3,1
2252,2020-10-05,OostVlaanderen,Flanders,14,93,18,6,0,8,1
2253,2020-10-05,VlaamsBrabant,Flanders,6,38,8,2,0,3,3
2254,2020-10-05,WestVlaanderen,Flanders,11,38,14,4,0,4,6
2255,2020-10-06,Antwerpen,Flanders,14,173,32,15,1,20,16
2256,2020-10-06,BrabantWallon,Wallonia,2,11,2,1,0,4,3
2257,2020-10-06,Brussels,Brussels,15,270,56,34,6,28,26
2258,2020-10-06,Hainaut,Wallonia,14,128,18,8,0,16,10
2259,2020-10-06,Limburg,Flanders,7,32,7,0,0,3,3
2260,2020-10-06,Liège,Wallonia,12,122,26,12,1,12,16
2261,2020-10-06,Luxembourg,Wallonia,3,11,4,0,0,1,2
2262,2020-10-06,Namur,Wallonia,6,21,4,2,0,4,4
2263,2020-10-06,OostVlaanderen,Flanders,14,100,18,6,0,17,13
2264,2020-10-06,VlaamsBrabant,Flanders,6,36,8,2,0,0,0
2265,2020-10-06,WestVlaanderen,Flanders,11,48,14,5,0,8,4
2266,2020-10-07,Antwerpen,Flanders,14,194,35,20,1,34,20
2267,2020-10-07,BrabantWallon,Wallonia,2,11,2,2,0,2,1
2268,2020-10-07,Brussels,Brussels,15,286,56,34,7,38,26
2269,2020-10-07,Hainaut,Wallonia,14,131,18,9,0,16,15
2270,2020-10-07,Limburg,Flanders,7,39,8,1,0,8,3
2271,2020-10-07,Liège,Wallonia,12,150,29,13,1,13,4
2272,2020-10-07,Luxembourg,Wallonia,3,13,4,0,0,4,2
2273,2020-10-07,Namur,Wallonia,6,31,6,2,0,9,3
2274,2020-10-07,OostVlaanderen,Flanders,14,104,18,6,0,11,8
2275,2020-10-07,VlaamsBrabant,Flanders,6,41,9,1,0,5,2
2276,2020-10-07,WestVlaanderen,Flanders,11,50,16,6,0,5,4
2277,2020-10-08,Antwerpen,Flanders,14,199,36,19,1,20,17
2278,2020-10-08,BrabantWallon,Wallonia,2,9,2,2,0,2,3
2279,2020-10-08,Brussels,Brussels,15,298,60,36,7,37,28
2280,2020-10-08,Hainaut,Wallonia,14,132,18,7,0,17,14
2281,2020-10-08,Limburg,Flanders,7,41,7,1,0,2,3
2282,2020-10-08,Liège,Wallonia,12,173,33,13,1,28,11
2283,2020-10-08,Luxembourg,Wallonia,3,14,5,0,0,0,0
2284,2020-10-08,Namur,Wallonia,6,34,8,4,0,4,2
2285,2020-10-08,OostVlaanderen,Flanders,14,117,16,7,0,14,8
2286,2020-10-08,VlaamsBrabant,Flanders,6,41,10,1,0,3,1
2287,2020-10-08,WestVlaanderen,Flanders,11,52,18,6,0,4,3
2288,2020-10-09,Antwerpen,Flanders,14,196,35,21,1,21,19
2289,2020-10-09,BrabantWallon,Wallonia,2,10,2,1,0,3,1
2290,2020-10-09,Brussels,Brussels,15,305,60,33,6,29,24
2291,2020-10-09,Hainaut,Wallonia,14,144,19,9,0,22,13
2292,2020-10-09,Limburg,Flanders,7,42,7,3,0,5,7
2293,2020-10-09,Liège,Wallonia,12,203,35,14,1,31,13
2294,2020-10-09,Luxembourg,Wallonia,3,17,4,1,0,3,0
2295,2020-10-09,Namur,Wallonia,6,40,9,3,0,6,2
2296,2020-10-09,OostVlaanderen,Flanders,14,125,19,7,0,12,12
2297,2020-10-09,VlaamsBrabant,Flanders,6,45,9,1,0,4,0
2298,2020-10-09,WestVlaanderen,Flanders,11,64,15,5,0,15,3
2299,2020-10-10,Antwerpen,Flanders,14,206,37,21,1,20,27
2300,2020-10-10,BrabantWallon,Wallonia,2,14,2,1,0,7,3
2301,2020-10-10,Brussels,Brussels,15,320,60,32,7,32,40
2302,2020-10-10,Hainaut,Wallonia,14,154,23,10,0,23,16
2303,2020-10-10,Limburg,Flanders,7,41,8,3,0,5,6
2304,2020-10-10,Liège,Wallonia,12,220,35,16,1,29,17
2305,2020-10-10,Luxembourg,Wallonia,3,20,3,1,0,3,1
2306,2020-10-10,Namur,Wallonia,6,52,12,3,0,20,2
2307,2020-10-10,OostVlaanderen,Flanders,14,117,20,6,0,11,16
2308,2020-10-10,VlaamsBrabant,Flanders,6,46,11,1,0,5,3
2309,2020-10-10,WestVlaanderen,Flanders,11,70,17,5,0,10,5
2310,2020-10-11,Antwerpen,Flanders,14,215,36,20,2,26,16
2311,2020-10-11,BrabantWallon,Wallonia,2,17,2,0,0,3,0
2312,2020-10-11,Brussels,Brussels,15,315,62,33,8,22,20
2313,2020-10-11,Hainaut,Wallonia,14,171,26,12,0,22,7
2314,2020-10-11,Limburg,Flanders,7,38,9,3,0,1,4
2315,2020-10-11,Liège,Wallonia,12,240,42,22,1,27,19
2316,2020-10-11,Luxembourg,Wallonia,3,23,3,0,0,3,0
2317,2020-10-11,Namur,Wallonia,6,55,14,5,0,9,1
2318,2020-10-11,OostVlaanderen,Flanders,14,127,19,6,0,11,3
2319,2020-10-11,VlaamsBrabant,Flanders,6,59,15,4,0,8,2
2320,2020-10-11,WestVlaanderen,Flanders,11,74,17,6,0,9,4
2321,2020-10-12,Antwerpen,Flanders,14,228,38,19,2,28,8
2322,2020-10-12,BrabantWallon,Wallonia,2,21,2,0,0,5,0
2323,2020-10-12,Brussels,Brussels,15,330,65,43,8,35,24
2324,2020-10-12,Hainaut,Wallonia,14,191,30,13,0,24,6
2325,2020-10-12,Limburg,Flanders,7,42,13,4,0,8,2
2326,2020-10-12,Liège,Wallonia,12,272,50,24,0,33,2
2327,2020-10-12,Luxembourg,Wallonia,3,26,3,1,0,3,0
2328,2020-10-12,Namur,Wallonia,6,64,12,3,0,8,1
2329,2020-10-12,OostVlaanderen,Flanders,14,144,23,10,0,14,6
2330,2020-10-12,VlaamsBrabant,Flanders,6,65,15,2,0,8,3
2331,2020-10-12,WestVlaanderen,Flanders,11,90,17,7,0,13,2
2332,2020-10-13,Antwerpen,Flanders,14,244,39,17,1,32,25
2333,2020-10-13,BrabantWallon,Wallonia,2,22,2,0,0,1,2
2334,2020-10-13,Brussels,Brussels,15,347,67,46,9,43,31
2335,2020-10-13,Hainaut,Wallonia,14,219,34,19,0,37,16
2336,2020-10-13,Limburg,Flanders,7,40,12,6,0,1,6
2337,2020-10-13,Liège,Wallonia,12,315,46,26,0,39,11
2338,2020-10-13,Luxembourg,Wallonia,3,29,4,1,0,5,2
2339,2020-10-13,Namur,Wallonia,6,77,14,5,0,12,1
2340,2020-10-13,OostVlaanderen,Flanders,14,152,27,10,0,24,21
2341,2020-10-13,VlaamsBrabant,Flanders,6,65,16,3,0,6,4
2342,2020-10-13,WestVlaanderen,Flanders,11,112,20,9,0,24,11
2343,2020-10-14,Antwerpen,Flanders,14,267,40,22,1,35,15
2344,2020-10-14,BrabantWallon,Wallonia,2,23,3,0,0,6,6
2345,2020-10-14,Brussels,Brussels,15,366,71,45,9,49,41
2346,2020-10-14,Hainaut,Wallonia,14,259,41,25,0,49,13
2347,2020-10-14,Limburg,Flanders,7,47,11,5,0,6,4
2348,2020-10-14,Liège,Wallonia,12,338,51,29,0,41,14
2349,2020-10-14,Luxembourg,Wallonia,3,31,6,2,0,7,5
2350,2020-10-14,Namur,Wallonia,6,96,19,8,0,20,3
2351,2020-10-14,OostVlaanderen,Flanders,14,171,29,9,1,32,17
2352,2020-10-14,VlaamsBrabant,Flanders,6,65,17,4,0,6,7
2353,2020-10-14,WestVlaanderen,Flanders,11,115,25,11,0,15,13
2354,2020-10-15,Antwerpen,Flanders,14,282,42,22,1,36,21
2355,2020-10-15,BrabantWallon,Wallonia,2,26,5,0,0,6,2
2356,2020-10-15,Brussels,Brussels,15,393,70,47,8,56,34
2357,2020-10-15,Hainaut,Wallonia,14,285,48,29,1,50,25
2358,2020-10-15,Limburg,Flanders,7,52,11,3,3,6,2
2359,2020-10-15,Liège,Wallonia,12,389,59,29,0,61,20
2360,2020-10-15,Luxembourg,Wallonia,3,36,5,1,0,4,1
2361,2020-10-15,Namur,Wallonia,6,106,20,8,0,17,8
2362,2020-10-15,OostVlaanderen,Flanders,14,182,30,12,0,28,16
2363,2020-10-15,VlaamsBrabant,Flanders,6,69,15,3,0,7,4
2364,2020-10-15,WestVlaanderen,Flanders,11,131,22,12,0,21,4
2365,2020-10-16,Antwerpen,Flanders,14,287,48,23,1,32,30
2366,2020-10-16,BrabantWallon,Wallonia,2,25,5,0,0,3,4
2367,2020-10-16,Brussels,Brussels,15,411,72,48,10,27,30
2368,2020-10-16,Hainaut,Wallonia,14,338,50,27,0,65,17
2369,2020-10-16,Limburg,Flanders,7,60,14,4,2,9,4
2370,2020-10-16,Liège,Wallonia,12,413,65,30,0,40,25
2371,2020-10-16,Luxembourg,Wallonia,3,48,9,2,0,15,2
2372,2020-10-16,Namur,Wallonia,6,112,22,11,0,9,7
2373,2020-10-16,OostVlaanderen,Flanders,14,199,36,13,0,23,16
2374,2020-10-16,VlaamsBrabant,Flanders,6,67,13,3,0,5,7
2375,2020-10-16,WestVlaanderen,Flanders,11,139,24,11,0,24,15
2376,2020-10-17,Antwerpen,Flanders,14,295,53,23,1,44,42
2377,2020-10-17,BrabantWallon,Wallonia,2,31,7,0,0,11,4
2378,2020-10-17,Brussels,Brussels,15,460,82,50,10,63,38
2379,2020-10-17,Hainaut,Wallonia,14,371,52,31,0,63,31
2380,2020-10-17,Limburg,Flanders,7,60,18,4,2,14,8
2381,2020-10-17,Liège,Wallonia,12,466,65,30,0,78,40
2382,2020-10-17,Luxembourg,Wallonia,3,51,9,3,0,7,1
2383,2020-10-17,Namur,Wallonia,6,114,25,12,0,15,14
2384,2020-10-17,OostVlaanderen,Flanders,14,194,39,15,0,31,26
2385,2020-10-17,VlaamsBrabant,Flanders,6,65,12,3,0,6,8
2386,2020-10-17,WestVlaanderen,Flanders,11,160,22,13,0,33,12
2387,2020-10-18,Antwerpen,Flanders,14,309,59,21,1,29,15
2388,2020-10-18,BrabantWallon,Wallonia,2,38,7,0,0,6,0
2389,2020-10-18,Brussels,Brussels,15,498,90,54,10,51,16
2390,2020-10-18,Hainaut,Wallonia,14,427,59,34,0,45,9
2391,2020-10-18,Limburg,Flanders,7,71,18,5,2,11,4
2392,2020-10-18,Liège,Wallonia,12,494,70,33,2,54,14
2393,2020-10-18,Luxembourg,Wallonia,3,67,11,5,0,9,2
2394,2020-10-18,Namur,Wallonia,6,129,25,12,0,16,4
2395,2020-10-18,OostVlaanderen,Flanders,14,223,42,17,0,23,10
2396,2020-10-18,VlaamsBrabant,Flanders,6,68,7,2,0,8,1
2397,2020-10-18,WestVlaanderen,Flanders,11,173,24,12,0,19,11
2398,2020-10-19,Antwerpen,Flanders,14,327,63,27,1,27,10
2399,2020-10-19,BrabantWallon,Wallonia,2,46,7,1,0,6,0
2400,2020-10-19,Brussels,Brussels,15,565,97,57,11,72,18
2401,2020-10-19,Hainaut,Wallonia,14,455,65,31,0,51,15
2402,2020-10-19,Limburg,Flanders,7,79,19,5,2,6,3
2403,2020-10-19,Liège,Wallonia,12,575,79,32,5,38,2
2404,2020-10-19,Luxembourg,Wallonia,3,72,12,6,0,6,2
2405,2020-10-19,Namur,Wallonia,6,157,24,17,1,27,1
2406,2020-10-19,OostVlaanderen,Flanders,14,240,45,17,0,18,5
2407,2020-10-19,VlaamsBrabant,Flanders,6,74,10,4,1,7,1
2408,2020-10-19,WestVlaanderen,Flanders,11,183,25,12,0,16,7
2409,2020-10-20,Antwerpen,Flanders,14,333,63,31,2,43,40
2410,2020-10-20,BrabantWallon,Wallonia,2,56,9,2,0,13,7
2411,2020-10-20,Brussels,Brussels,15,603,103,66,13,91,52
2412,2020-10-20,Hainaut,Wallonia,14,510,72,40,2,71,37
2413,2020-10-20,Limburg,Flanders,7,91,20,5,2,15,4
2414,2020-10-20,Liège,Wallonia,12,596,87,39,3,70,41
2415,2020-10-20,Luxembourg,Wallonia,3,82,17,8,0,10,11
2416,2020-10-20,Namur,Wallonia,6,160,24,16,1,21,18
2417,2020-10-20,OostVlaanderen,Flanders,14,257,49,21,0,31,30
2418,2020-10-20,VlaamsBrabant,Flanders,6,85,13,5,1,19,9
2419,2020-10-20,WestVlaanderen,Flanders,11,204,30,13,0,44,19
2420,2020-10-21,Antwerpen,Flanders,14,347,69,31,2,51,31
2421,2020-10-21,BrabantWallon,Wallonia,2,65,10,2,0,11,3
2422,2020-10-21,Brussels,Brussels,15,664,104,73,15,86,49
2423,2020-10-21,Hainaut,Wallonia,14,604,81,45,2,97,37
2424,2020-10-21,Limburg,Flanders,7,104,19,5,3,19,6
2425,2020-10-21,Liège,Wallonia,12,644,95,44,2,64,53
2426,2020-10-21,Luxembourg,Wallonia,3,81,17,11,0,8,9
2427,2020-10-21,Namur,Wallonia,6,170,29,18,1,19,10
