,DATE,REGION,AGEGROUP,SEX,DEATHS
2122,2020-10-07,Brussels,65-74,M,2
2123,2020-10-07,Brussels,75-84,M,2
2124,2020-10-07,Brussels,85+,M,1
2125,2020-10-07,Brussels,85+,F,3
2126,2020-10-08,Wallonia,65-74,F,1
2127,2020-10-08,Wallonia,75-84,F,3
2128,2020-10-08,Wallonia,85+,M,1
2129,2020-10-08,Flanders,45-64,F,2
2130,2020-10-08,Flanders,65-74,M,2
2131,2020-10-08,Flanders,75-84,M,2
2132,2020-10-08,Flanders,75-84,F,2
2133,2020-10-08,Flanders,85+,F,2
2134,2020-10-08,Brussels,45-64,M,1
2135,2020-10-08,Brussels,65-74,M,2
2136,2020-10-08,Brussels,75-84,M,1
2137,2020-10-08,Brussels,85+,F,1
2138,2020-10-09,Wallonia,75-84,M,2
2139,2020-10-09,Wallonia,75-84,F,2
2140,2020-10-09,Wallonia,85+,F,3
2141,2020-10-09,Flanders,45-64,M,1
2142,2020-10-09,Flanders,75-84,M,1
2143,2020-10-09,Flanders,75-84,F,3
2144,2020-10-09,Flanders,85+,M,3
2145,2020-10-09,Flanders,85+,F,4
2146,2020-10-09,Brussels,65-74,M,1
2147,2020-10-10,Wallonia,65-74,M,2
2148,2020-10-10,Wallonia,65-74,F,1
2149,2020-10-10,Wallonia,75-84,M,1
2150,2020-10-10,Wallonia,75-84,F,3
2151,2020-10-10,Wallonia,85+,M,3
2152,2020-10-10,Wallonia,85+,F,2
2153,2020-10-10,Flanders,65-74,M,1
2154,2020-10-10,Flanders,75-84,M,2
2155,2020-10-10,Flanders,85+,M,3
2156,2020-10-10,Flanders,85+,F,1
2157,2020-10-10,Brussels,45-64,F,1
2158,2020-10-10,Brussels,65-74,M,1
2159,2020-10-10,Brussels,75-84,F,1
2160,2020-10-11,Wallonia,65-74,M,1
2161,2020-10-11,Wallonia,65-74,F,3
2162,2020-10-11,Wallonia,75-84,M,1
2163,2020-10-11,Wallonia,85+,M,2
2164,2020-10-11,Wallonia,85+,F,3
2165,2020-10-11,Flanders,75-84,M,3
2166,2020-10-11,Flanders,75-84,F,3
2167,2020-10-11,Flanders,85+,M,4
2168,2020-10-11,Flanders,85+,F,2
2169,2020-10-11,Brussels,75-84,M,3
2170,2020-10-11,Brussels,75-84,F,1
2171,2020-10-11,Brussels,85+,M,1
2172,2020-10-11,Brussels,85+,F,1
2173,2020-10-12,Wallonia,45-64,M,1
2174,2020-10-12,Wallonia,65-74,M,1
2175,2020-10-12,Wallonia,75-84,M,1
2176,2020-10-12,Wallonia,75-84,F,2
2177,2020-10-12,Wallonia,85+,M,7
2178,2020-10-12,Wallonia,85+,F,5
2179,2020-10-12,Flanders,45-64,M,1
2180,2020-10-12,Flanders,65-74,M,2
2181,2020-10-12,Flanders,65-74,F,1
2182,2020-10-12,Flanders,75-84,M,2
2183,2020-10-12,Flanders,75-84,F,1
2184,2020-10-12,Flanders,85+,M,2
2185,2020-10-12,Flanders,85+,F,4
2186,2020-10-12,Brussels,75-84,M,2
2187,2020-10-12,Brussels,75-84,F,1
2188,2020-10-12,Brussels,85+,M,2
2189,2020-10-12,Brussels,85+,F,1
2190,2020-10-13,Wallonia,65-74,M,1
2191,2020-10-13,Wallonia,65-74,F,1
2192,2020-10-13,Wallonia,75-84,M,1
2193,2020-10-13,Wallonia,75-84,F,6
2194,2020-10-13,Wallonia,85+,M,6
2195,2020-10-13,Wallonia,85+,F,4
2196,2020-10-13,Flanders,65-74,M,1
2197,2020-10-13,Flanders,75-84,M,6
2198,2020-10-13,Flanders,85+,M,3
2199,2020-10-13,Flanders,85+,F,3
2200,2020-10-13,Brussels,65-74,F,1
2201,2020-10-13,Brussels,75-84,F,1
2202,2020-10-13,Brussels,85+,F,2
2203,2020-10-14,Wallonia,45-64,M,2
2204,2020-10-14,Wallonia,65-74,M,1
2205,2020-10-14,Wallonia,75-84,M,4
2206,2020-10-14,Wallonia,75-84,F,1
2207,2020-10-14,Wallonia,85+,M,3
2208,2020-10-14,Wallonia,85+,F,7
2209,2020-10-14,Flanders,65-74,M,1
2210,2020-10-14,Flanders,65-74,F,1
2211,2020-10-14,Flanders,75-84,M,3
2212,2020-10-14,Flanders,75-84,F,2
2213,2020-10-14,Flanders,85+,M,5
2214,2020-10-14,Flanders,85+,F,4
2215,2020-10-14,Brussels,65-74,M,3
2216,2020-10-14,Brussels,75-84,M,3
2217,2020-10-14,Brussels,75-84,F,1
2218,2020-10-14,Brussels,85+,F,1
2219,2020-10-15,Wallonia,65-74,M,2
2220,2020-10-15,Wallonia,75-84,M,5
2221,2020-10-15,Wallonia,75-84,F,4
2222,2020-10-15,Wallonia,85+,M,6
2223,2020-10-15,Wallonia,85+,F,4
2224,2020-10-15,Flanders,65-74,M,3
2225,2020-10-15,Flanders,65-74,F,1
2226,2020-10-15,Flanders,75-84,M,3
2227,2020-10-15,Flanders,85+,M,4
2228,2020-10-15,Flanders,85+,F,1
2229,2020-10-15,Brussels,45-64,M,1
2230,2020-10-15,Brussels,65-74,M,1
2231,2020-10-15,Brussels,75-84,F,1
2232,2020-10-15,Brussels,85+,M,1
2233,2020-10-15,Brussels,85+,F,2
2234,2020-10-16,Wallonia,65-74,M,1
2235,2020-10-16,Wallonia,65-74,F,1
2236,2020-10-16,Wallonia,75-84,M,6
2237,2020-10-16,Wallonia,75-84,F,5
2238,2020-10-16,Wallonia,85+,M,3
2239,2020-10-16,Wallonia,85+,F,8
2240,2020-10-16,Flanders,75-84,M,3
2241,2020-10-16,Flanders,85+,M,6
2242,2020-10-16,Brussels,65-74,M,1
2243,2020-10-16,Brussels,75-84,M,1
2244,2020-10-16,Brussels,85+,M,1
2245,2020-10-17,Wallonia,25-44,F,1
2246,2020-10-17,Wallonia,45-64,M,1
2247,2020-10-17,Wallonia,65-74,M,3
2248,2020-10-17,Wallonia,75-84,F,2
2249,2020-10-17,Wallonia,85+,M,4
2250,2020-10-17,Flanders,75-84,M,3
2251,2020-10-17,Flanders,75-84,F,1
2252,2020-10-17,Flanders,85+,M,2
2253,2020-10-17,Flanders,85+,F,2
2254,2020-10-17,Brussels,65-74,M,1
2255,2020-10-17,Brussels,75-84,F,1
2256,2020-10-17,Brussels,85+,F,2
2257,2020-10-18,Wallonia,45-64,M,1
2258,2020-10-18,Wallonia,45-64,F,1
2259,2020-10-18,Wallonia,65-74,M,2
2260,2020-10-18,Wallonia,75-84,M,6
2261,2020-10-18,Wallonia,75-84,F,1
2262,2020-10-18,Wallonia,85+,M,4
2263,2020-10-18,Wallonia,85+,F,1
2264,2020-10-18,Flanders,45-64,M,1
2265,2020-10-18,Flanders,75-84,M,1
2266,2020-10-18,Flanders,75-84,F,2
2267,2020-10-18,Flanders,85+,M,5
2268,2020-10-18,Flanders,85+,F,3
2269,2020-10-18,Brussels,65-74,M,1
2270,2020-10-18,Brussels,75-84,M,1
2271,2020-10-18,Brussels,85+,F,1
2272,2020-10-19,Wallonia,45-64,M,1
2273,2020-10-19,Wallonia,45-64,F,2
2274,2020-10-19,Wallonia,75-84,M,4
2275,2020-10-19,Wallonia,75-84,F,4
2276,2020-10-19,Wallonia,85+,M,9
2277,2020-10-19,Wallonia,85+,F,10
2278,2020-10-19,Flanders,45-64,F,1
2279,2020-10-19,Flanders,65-74,M,4
2280,2020-10-19,Flanders,75-84,M,1
2281,2020-10-19,Flanders,75-84,F,1
2282,2020-10-19,Flanders,85+,M,5
2283,2020-10-19,Flanders,85+,F,6
2284,2020-10-19,Brussels,65-74,M,2
2285,2020-10-19,Brussels,75-84,M,2
2286,2020-10-19,Brussels,85+,F,3
2287,2020-10-20,Wallonia,45-64,M,1
2288,2020-10-20,Wallonia,45-64,F,2
2289,2020-10-20,Wallonia,65-74,F,2
2290,2020-10-20,Wallonia,75-84,M,2
2291,2020-10-20,Wallonia,75-84,F,3
2292,2020-10-20,Wallonia,85+,M,8
2293,2020-10-20,Wallonia,85+,F,12
2294,2020-10-20,Flanders,65-74,M,1
2295,2020-10-20,Flanders,75-84,M,5
2296,2020-10-20,Flanders,75-84,F,1
2297,2020-10-20,Flanders,85+,M,9
2298,2020-10-20,Flanders,85+,F,2
2299,2020-10-20,Brussels,45-64,F,1
2300,2020-10-20,Brussels,65-74,M,1
2301,2020-10-20,Brussels,75-84,F,1
2302,2020-10-20,Brussels,85+,M,1
2303,2020-10-20,Brussels,85+,F,1
2304,2020-10-21,Wallonia,45-64,F,1
2305,2020-10-21,Wallonia,65-74,M,4
2306,2020-10-21,Wallonia,65-74,F,1
2307,2020-10-21,Wallonia,75-84,M,7
2308,2020-10-21,Wallonia,75-84,F,4
2309,2020-10-21,Wallonia,85+,M,6
2310,2020-10-21,Wallonia,85+,F,11
2311,2020-10-21,Flanders,45-64,F,1
2312,2020-10-21,Flanders,65-74,M,2
2313,2020-10-21,Flanders,65-74,F,1
2314,2020-10-21,Flanders,75-84,M,6
2315,2020-10-21,Flanders,85+,M,5
2316,2020-10-21,Flanders,85+,F,5
2317,2020-10-21,Brussels,65-74,M,2
2318,2020-10-21,Brussels,75-84,M,1
2319,2020-10-21,Brussels,75-84,F,1
2320,2020-10-21,Brussels,85+,M,1
2321,2020-10-21,Brussels,85+,F,2
2322,2020-10-22,Wallonia,65-74,M,3
2323,2020-10-22,Wallonia,65-74,F,2
2324,2020-10-22,Wallonia,75-84,M,3
2325,2020-10-22,Wallonia,75-84,F,2
2326,2020-10-22,Wallonia,85+,M,7
2327,2020-10-22,Wallonia,85+,F,7
2328,2020-10-22,Flanders,65-74,M,1
2329,2020-10-22,Flanders,75-84,M,4
2330,2020-10-22,Flanders,75-84,F,9
2331,2020-10-22,Flanders,85+,M,5
2332,2020-10-22,Flanders,85+,F,3
2333,2020-10-22,Brussels,65-74,M,3
2334,2020-10-22,Brussels,75-84,M,2
2335,2020-10-22,Brussels,75-84,F,2
2336,2020-10-22,Brussels,85+,M,1
2337,2020-10-22,Brussels,85+,F,3
2338,2020-10-23,Wallonia,25-44,M,1
2339,2020-10-23,Wallonia,45-64,F,1
2340,2020-10-23,Wallonia,65-74,M,2
2341,2020-10-23,Wallonia,65-74,F,2
2342,2020-10-23,Wallonia,75-84,M,12
2343,2020-10-23,Wallonia,75-84,F,7
2344,2020-10-23,Wallonia,85+,M,12
2345,2020-10-23,Wallonia,85+,F,13
2346,2020-10-23,Wallonia,,M,1
2347,2020-10-23,Flanders,45-64,M,1
2348,2020-10-23,Flanders,65-74,M,3
2349,2020-10-23,Flanders,75-84,M,6
2350,2020-10-23,Flanders,75-84,F,5
2351,2020-10-23,Flanders,85+,M,3
2352,2020-10-23,Flanders,85+,F,7
2353,2020-10-23,Brussels,45-64,M,3
2354,2020-10-23,Brussels,65-74,M,1
2355,2020-10-23,Brussels,75-84,M,3
2356,2020-10-23,Brussels,75-84,F,1
2357,2020-10-23,Brussels,85+,M,5
2358,2020-10-23,Brussels,85+,F,3
2359,2020-10-24,Wallonia,45-64,M,1
2360,2020-10-24,Wallonia,45-64,F,2
2361,2020-10-24,Wallonia,65-74,M,4
2362,2020-10-24,Wallonia,65-74,F,2
2363,2020-10-24,Wallonia,75-84,M,6
2364,2020-10-24,Wallonia,75-84,F,6
2365,2020-10-24,Wallonia,85+,M,12
2366,2020-10-24,Wallonia,85+,F,16
2367,2020-10-24,Flanders,45-64,M,1
2368,2020-10-24,Flanders,65-74,M,1
2369,2020-10-24,Flanders,65-74,F,2
2370,2020-10-24,Flanders,75-84,M,6
2371,2020-10-24,Flanders,75-84,F,3
2372,2020-10-24,Flanders,85+,M,9
2373,2020-10-24,Flanders,85+,F,7
2374,2020-10-24,Brussels,45-64,M,2
2375,2020-10-24,Brussels,65-74,M,3
2376,2020-10-24,Brussels,75-84,M,3
2377,2020-10-24,Brussels,75-84,F,2
2378,2020-10-24,Brussels,85+,M,4
2379,2020-10-24,Brussels,85+,F,4
2380,2020-10-25,Wallonia,45-64,F,1
2381,2020-10-25,Wallonia,65-74,M,7
2382,2020-10-25,Wallonia,65-74,F,4
2383,2020-10-25,Wallonia,75-84,M,4
2384,2020-10-25,Wallonia,75-84,F,7
2385,2020-10-25,Wallonia,85+,M,14
2386,2020-10-25,Wallonia,85+,F,13
2387,2020-10-25,Flanders,25-44,F,1
2388,2020-10-25,Flanders,45-64,M,1
2389,2020-10-25,Flanders,65-74,M,2
2390,2020-10-25,Flanders,65-74,F,2
2391,2020-10-25,Flanders,75-84,M,8
2392,2020-10-25,Flanders,75-84,F,7
2393,2020-10-25,Flanders,85+,M,9
2394,2020-10-25,Flanders,85+,F,9
2395,2020-10-25,Brussels,65-74,F,1
2396,2020-10-25,Brussels,75-84,M,3
2397,2020-10-25,Brussels,85+,M,2
2398,2020-10-25,Brussels,85+,F,3
2399,2020-10-26,Wallonia,45-64,M,3
2400,2020-10-26,Wallonia,65-74,M,5
2401,2020-10-26,Wallonia,65-74,F,4
2402,2020-10-26,Wallonia,75-84,M,12
2403,2020-10-26,Wallonia,75-84,F,12
2404,2020-10-26,Wallonia,85+,M,17
2405,2020-10-26,Wallonia,85+,F,13
2406,2020-10-26,Flanders,45-64,M,1
2407,2020-10-26,Flanders,45-64,F,2
2408,2020-10-26,Flanders,65-74,M,1
2409,2020-10-26,Flanders,65-74,F,3
2410,2020-10-26,Flanders,75-84,M,10
2411,2020-10-26,Flanders,75-84,F,6
2412,2020-10-26,Flanders,85+,M,10
2413,2020-10-26,Flanders,85+,F,7
2414,2020-10-26,Brussels,45-64,M,1
2415,2020-10-26,Brussels,65-74,M,3
2416,2020-10-26,Brussels,65-74,F,1
2417,2020-10-26,Brussels,75-84,M,4
2418,2020-10-26,Brussels,75-84,F,2
2419,2020-10-26,Brussels,85+,M,2
2420,2020-10-26,Brussels,85+,F,4
2421,2020-10-27,Wallonia,45-64,M,4
2422,2020-10-27,Wallonia,65-74,M,4
2423,2020-10-27,Wallonia,65-74,F,7
2424,2020-10-27,Wallonia,75-84,M,15
2425,2020-10-27,Wallonia,75-84,F,9
2426,2020-10-27,Wallonia,85+,M,11
2427,2020-10-27,Wallonia,85+,F,17
2428,2020-10-27,Flanders,65-74,M,1
2429,2020-10-27,Flanders,75-84,M,5
2430,2020-10-27,Flanders,75-84,F,8
2431,2020-10-27,Flanders,85+,M,14
2432,2020-10-27,Flanders,85+,F,14
2433,2020-10-27,Brussels,45-64,M,2
2434,2020-10-27,Brussels,45-64,F,2
2435,2020-10-27,Brussels,65-74,M,2
2436,2020-10-27,Brussels,65-74,F,2
2437,2020-10-27,Brussels,75-84,M,4
2438,2020-10-27,Brussels,75-84,F,4
2439,2020-10-27,Brussels,85+,M,1
2440,2020-10-27,Brussels,85+,F,4
2441,2020-10-28,Wallonia,45-64,M,4
2442,2020-10-28,Wallonia,65-74,M,9
2443,2020-10-28,Wallonia,65-74,F,6
2444,2020-10-28,Wallonia,75-84,M,9
2445,2020-10-28,Wallonia,75-84,F,11
2446,2020-10-28,Wallonia,85+,M,14
2447,2020-10-28,Wallonia,85+,F,25
2448,2020-10-28,Flanders,65-74,M,3
2449,2020-10-28,Flanders,75-84,M,11
2450,2020-10-28,Flanders,75-84,F,3
2451,2020-10-28,Flanders,85+,M,12
2452,2020-10-28,Flanders,85+,F,15
2453,2020-10-28,Brussels,25-44,M,1
2454,2020-10-28,Brussels,45-64,F,1
2455,2020-10-28,Brussels,65-74,M,3
2456,2020-10-28,Brussels,75-84,M,3
2457,2020-10-28,Brussels,75-84,F,3
2458,2020-10-28,Brussels,85+,M,6
2459,2020-10-28,Brussels,85+,F,4
2460,2020-10-29,Wallonia,45-64,M,3
2461,2020-10-29,Wallonia,45-64,F,2
2462,2020-10-29,Wallonia,65-74,M,11
2463,2020-10-29,Wallonia,65-74,F,2
2464,2020-10-29,Wallonia,75-84,M,22
2465,2020-10-29,Wallonia,75-84,F,11
2466,2020-10-29,Wallonia,85+,M,8
2467,2020-10-29,Wallonia,85+,F,17
2468,2020-10-29,Flanders,25-44,F,1
2469,2020-10-29,Flanders,45-64,M,2
2470,2020-10-29,Flanders,65-74,M,3
2471,2020-10-29,Flanders,65-74,F,1
2472,2020-10-29,Flanders,75-84,M,10
2473,2020-10-29,Flanders,75-84,F,3
2474,2020-10-29,Flanders,85+,M,12
2475,2020-10-29,Flanders,85+,F,14
2476,2020-10-29,Brussels,45-64,F,1
2477,2020-10-29,Brussels,65-74,M,2
2478,2020-10-29,Brussels,75-84,M,4
2479,2020-10-29,Brussels,75-84,F,2
2480,2020-10-29,Brussels,85+,M,4
2481,2020-10-29,Brussels,85+,F,6
2482,2020-10-30,Wallonia,45-64,M,7
2483,2020-10-30,Wallonia,65-74,M,8
2484,2020-10-30,Wallonia,65-74,F,1
2485,2020-10-30,Wallonia,75-84,M,21
2486,2020-10-30,Wallonia,75-84,F,17
2487,2020-10-30,Wallonia,85+,M,20
2488,2020-10-30,Wallonia,85+,F,20
2489,2020-10-30,Flanders,45-64,M,3
2490,2020-10-30,Flanders,45-64,F,1
2491,2020-10-30,Flanders,65-74,M,2
2492,2020-10-30,Flanders,75-84,M,11
2493,2020-10-30,Flanders,75-84,F,16
2494,2020-10-30,Flanders,85+,M,19
2495,2020-10-30,Flanders,85+,F,20
2496,2020-10-30,Brussels,45-64,M,1
2497,2020-10-30,Brussels,65-74,M,4
2498,2020-10-30,Brussels,75-84,M,1
2499,2020-10-30,Brussels,75-84,F,3
2500,2020-10-30,Brussels,85+,M,8
2501,2020-10-30,Brussels,85+,F,2
2502,2020-10-31,Wallonia,25-44,M,1
2503,2020-10-31,Wallonia,45-64,M,2
2504,2020-10-31,Wallonia,45-64,F,2
2505,2020-10-31,Wallonia,65-74,M,12
2506,2020-10-31,Wallonia,65-74,F,4
2507,2020-10-31,Wallonia,75-84,M,14
2508,2020-10-31,Wallonia,75-84,F,16
2509,2020-10-31,Wallonia,85+,M,20
2510,2020-10-31,Wallonia,85+,F,20
2511,2020-10-31,Flanders,25-44,M,1
2512,2020-10-31,Flanders,45-64,M,2
2513,2020-10-31,Flanders,65-74,M,4
2514,2020-10-31,Flanders,65-74,F,6
2515,2020-10-31,Flanders,75-84,M,8
2516,2020-10-31,Flanders,75-84,F,8
2517,2020-10-31,Flanders,85+,M,13
2518,2020-10-31,Flanders,85+,F,26
2519,2020-10-31,Flanders,,F,1
2520,2020-10-31,Brussels,45-64,M,1
2521,2020-10-31,Brussels,65-74,F,1
2522,2020-10-31,Brussels,75-84,M,4
2523,2020-10-31,Brussels,75-84,F,2
2524,2020-10-31,Brussels,85+,M,3
2525,2020-10-31,Brussels,85+,F,4
2526,2020-11-01,Wallonia,45-64,M,4
2527,2020-11-01,Wallonia,45-64,F,2
2528,2020-11-01,Wallonia,65-74,M,5
2529,2020-11-01,Wallonia,65-74,F,6
2530,2020-11-01,Wallonia,75-84,M,11
2531,2020-11-01,Wallonia,75-84,F,8
2532,2020-11-01,Wallonia,85+,M,26
2533,2020-11-01,Wallonia,85+,F,16
2534,2020-11-01,Flanders,45-64,M,2
2535,2020-11-01,Flanders,45-64,F,1
2536,2020-11-01,Flanders,65-74,M,11
2537,2020-11-01,Flanders,65-74,F,1
2538,2020-11-01,Flanders,75-84,M,6
2539,2020-11-01,Flanders,75-84,F,8
2540,2020-11-01,Flanders,85+,M,14
2541,2020-11-01,Flanders,85+,F,18
2542,2020-11-01,Brussels,45-64,F,3
2543,2020-11-01,Brussels,65-74,M,1
2544,2020-11-01,Brussels,65-74,F,2
2545,2020-11-01,Brussels,75-84,M,8
2546,2020-11-01,Brussels,75-84,F,3
2547,2020-11-01,Brussels,85+,M,5
2548,2020-11-01,Brussels,85+,F,5
2549,2020-11-02,Wallonia,45-64,M,5
2550,2020-11-02,Wallonia,45-64,F,4
2551,2020-11-02,Wallonia,65-74,M,9
2552,2020-11-02,Wallonia,65-74,F,8
2553,2020-11-02,Wallonia,75-84,M,20
2554,2020-11-02,Wallonia,75-84,F,15
2555,2020-11-02,Wallonia,85+,M,16
2556,2020-11-02,Wallonia,85+,F,34
2557,2020-11-02,Flanders,25-44,M,1
2558,2020-11-02,Flanders,45-64,M,4
2559,2020-11-02,Flanders,65-74,M,6
2560,2020-11-02,Flanders,75-84,M,17
2561,2020-11-02,Flanders,75-84,F,8
2562,2020-11-02,Flanders,85+,M,20
2563,2020-11-02,Flanders,85+,F,20
2564,2020-11-02,Flanders,,M,1
2565,2020-11-02,Brussels,25-44,F,1
2566,2020-11-02,Brussels,45-64,M,1
2567,2020-11-02,Brussels,45-64,F,1
2568,2020-11-02,Brussels,65-74,M,4
2569,2020-11-02,Brussels,65-74,F,1
2570,2020-11-02,Brussels,75-84,M,5
2571,2020-11-02,Brussels,75-84,F,4
2572,2020-11-02,Brussels,85+,M,4
2573,2020-11-02,Brussels,85+,F,5
2574,2020-11-03,Wallonia,25-44,F,1
2575,2020-11-03,Wallonia,45-64,M,1
2576,2020-11-03,Wallonia,45-64,F,3
2577,2020-11-03,Wallonia,65-74,M,8
2578,2020-11-03,Wallonia,65-74,F,10
2579,2020-11-03,Wallonia,75-84,M,15
2580,2020-11-03,Wallonia,75-84,F,8
2581,2020-11-03,Wallonia,85+,M,13
2582,2020-11-03,Wallonia,85+,F,20
2583,2020-11-03,Flanders,45-64,M,2
2584,2020-11-03,Flanders,45-64,F,2
2585,2020-11-03,Flanders,65-74,M,4
2586,2020-11-03,Flanders,65-74,F,4
2587,2020-11-03,Flanders,75-84,M,6
2588,2020-11-03,Flanders,75-84,F,9
2589,2020-11-03,Flanders,85+,M,24
2590,2020-11-03,Flanders,85+,F,25
2591,2020-11-03,Brussels,45-64,M,1
2592,2020-11-03,Brussels,65-74,M,2
2593,2020-11-03,Brussels,65-74,F,1
2594,2020-11-03,Brussels,75-84,M,6
2595,2020-11-03,Brussels,85+,M,3
2596,2020-11-03,Brussels,85+,F,7
2597,2020-11-04,Wallonia,45-64,M,4
2598,2020-11-04,Wallonia,45-64,F,1
2599,2020-11-04,Wallonia,65-74,M,12
2600,2020-11-04,Wallonia,65-74,F,5
2601,2020-11-04,Wallonia,75-84,M,21
2602,2020-11-04,Wallonia,75-84,F,8
2603,2020-11-04,Wallonia,85+,M,17
2604,2020-11-04,Wallonia,85+,F,20
2605,2020-11-04,Flanders,45-64,M,5
2606,2020-11-04,Flanders,65-74,M,8
2607,2020-11-04,Flanders,65-74,F,3
2608,2020-11-04,Flanders,75-84,M,11
2609,2020-11-04,Flanders,75-84,F,11
2610,2020-11-04,Flanders,85+,M,18
2611,2020-11-04,Flanders,85+,F,29
2612,2020-11-04,Brussels,45-64,M,2
2613,2020-11-04,Brussels,45-64,F,1
2614,2020-11-04,Brussels,65-74,M,3
2615,2020-11-04,Brussels,65-74,F,1
2616,2020-11-04,Brussels,75-84,M,4
2617,2020-11-04,Brussels,75-84,F,5
2618,2020-11-04,Brussels,85+,M,4
2619,2020-11-04,Brussels,85+,F,7
2620,2020-11-05,Wallonia,45-64,M,2
2621,2020-11-05,Wallonia,45-64,F,2
2622,2020-11-05,Wallonia,65-74,M,5
2623,2020-11-05,Wallonia,65-74,F,9
2624,2020-11-05,Wallonia,75-84,M,20
2625,2020-11-05,Wallonia,75-84,F,8
2626,2020-11-05,Wallonia,85+,M,23
2627,2020-11-05,Wallonia,85+,F,31
2628,2020-11-05,Flanders,45-64,M,2
2629,2020-11-05,Flanders,45-64,F,2
2630,2020-11-05,Flanders,65-74,M,3
2631,2020-11-05,Flanders,65-74,F,5
2632,2020-11-05,Flanders,75-84,M,14
2633,2020-11-05,Flanders,75-84,F,14
2634,2020-11-05,Flanders,85+,M,17
2635,2020-11-05,Flanders,85+,F,24
2636,2020-11-05,Flanders,,F,1
2637,2020-11-05,Brussels,45-64,M,3
2638,2020-11-05,Brussels,45-64,F,1
2639,2020-11-05,Brussels,65-74,M,3
2640,2020-11-05,Brussels,65-74,F,2
2641,2020-11-05,Brussels,75-84,M,6
2642,2020-11-05,Brussels,75-84,F,3
2643,2020-11-05,Brussels,85+,M,3
2644,2020-11-05,Brussels,85+,F,8
2645,2020-11-06,Wallonia,45-64,M,3
2646,2020-11-06,Wallonia,45-64,F,3
2647,2020-11-06,Wallonia,65-74,M,11
2648,2020-11-06,Wallonia,65-74,F,7
2649,2020-11-06,Wallonia,75-84,M,22
2650,2020-11-06,Wallonia,75-84,F,9
2651,2020-11-06,Wallonia,85+,M,22
2652,2020-11-06,Wallonia,85+,F,33
2653,2020-11-06,Flanders,45-64,M,1
2654,2020-11-06,Flanders,45-64,F,3
2655,2020-11-06,Flanders,65-74,M,6
2656,2020-11-06,Flanders,65-74,F,1
2657,2020-11-06,Flanders,75-84,M,14
2658,2020-11-06,Flanders,75-84,F,11
2659,2020-11-06,Flanders,85+,M,17
2660,2020-11-06,Flanders,85+,F,29
2661,2020-11-06,Brussels,45-64,M,1
2662,2020-11-06,Brussels,45-64,F,1
2663,2020-11-06,Brussels,65-74,M,4
2664,2020-11-06,Brussels,65-74,F,3
2665,2020-11-06,Brussels,75-84,M,4
2666,2020-11-06,Brussels,75-84,F,3
2667,2020-11-06,Brussels,85+,M,6
2668,2020-11-06,Brussels,85+,F,2
2669,2020-11-07,Wallonia,25-44,F,1
2670,2020-11-07,Wallonia,45-64,M,4
2671,2020-11-07,Wallonia,45-64,F,3
2672,2020-11-07,Wallonia,65-74,M,12
2673,2020-11-07,Wallonia,65-74,F,2
2674,2020-11-07,Wallonia,75-84,M,17
2675,2020-11-07,Wallonia,75-84,F,14
2676,2020-11-07,Wallonia,85+,M,11
2677,2020-11-07,Wallonia,85+,F,36
2678,2020-11-07,Flanders,45-64,M,3
2679,2020-11-07,Flanders,45-64,F,1
2680,2020-11-07,Flanders,65-74,M,7
2681,2020-11-07,Flanders,65-74,F,2
2682,2020-11-07,Flanders,75-84,M,18
2683,2020-11-07,Flanders,75-84,F,6
2684,2020-11-07,Flanders,85+,M,18
2685,2020-11-07,Flanders,85+,F,31
2686,2020-11-07,Brussels,45-64,F,1
2687,2020-11-07,Brussels,65-74,M,2
2688,2020-11-07,Brussels,65-74,F,2
2689,2020-11-07,Brussels,75-84,M,4
2690,2020-11-07,Brussels,75-84,F,4
2691,2020-11-07,Brussels,85+,M,3
2692,2020-11-07,Brussels,85+,F,8
2693,2020-11-08,Wallonia,25-44,M,1
2694,2020-11-08,Wallonia,45-64,M,1
2695,2020-11-08,Wallonia,45-64,F,2
2696,2020-11-08,Wallonia,65-74,M,9
2697,2020-11-08,Wallonia,65-74,F,5
2698,2020-11-08,Wallonia,75-84,M,14
2699,2020-11-08,Wallonia,75-84,F,9
2700,2020-11-08,Wallonia,85+,M,12
2701,2020-11-08,Wallonia,85+,F,33
2702,2020-11-08,Flanders,45-64,M,2
2703,2020-11-08,Flanders,65-74,M,5
2704,2020-11-08,Flanders,65-74,F,4
2705,2020-11-08,Flanders,75-84,M,14
2706,2020-11-08,Flanders,75-84,F,9
2707,2020-11-08,Flanders,85+,M,28
2708,2020-11-08,Flanders,85+,F,31
2709,2020-11-08,Brussels,45-64,M,5
2710,2020-11-08,Brussels,45-64,F,1
2711,2020-11-08,Brussels,65-74,M,3
2712,2020-11-08,Brussels,65-74,F,3
2713,2020-11-08,Brussels,75-84,M,4
2714,2020-11-08,Brussels,75-84,F,4
2715,2020-11-08,Brussels,85+,M,3
2716,2020-11-08,Brussels,85+,F,7
2717,2020-11-09,Wallonia,45-64,M,4
2718,2020-11-09,Wallonia,45-64,F,2
2719,2020-11-09,Wallonia,65-74,M,9
2720,2020-11-09,Wallonia,65-74,F,5
2721,2020-11-09,Wallonia,75-84,M,19
2722,2020-11-09,Wallonia,75-84,F,7
2723,2020-11-09,Wallonia,85+,M,20
2724,2020-11-09,Wallonia,85+,F,22
2725,2020-11-09,Flanders,45-64,M,2
2726,2020-11-09,Flanders,65-74,M,5
