,DATE,REGION,AGEGROUP,SEX,DEATHS
7249,2021-11-26,Flanders,65-74,M,3
7250,2021-11-26,Flanders,65-74,F,5
7251,2021-11-26,Flanders,75-84,M,9
7252,2021-11-26,Flanders,75-84,F,1
7253,2021-11-26,Flanders,85+,M,1
7254,2021-11-26,Flanders,85+,F,4
7255,2021-11-26,Brussels,25-44,F,1
7256,2021-11-26,Brussels,65-74,M,1
7257,2021-11-26,Brussels,75-84,M,1
7258,2021-11-26,Brussels,75-84,F,1
7259,2021-11-27,Wallonia,45-64,M,3
7260,2021-11-27,Wallonia,45-64,F,1
7261,2021-11-27,Wallonia,65-74,M,1
7262,2021-11-27,Wallonia,65-74,F,1
7263,2021-11-27,Wallonia,75-84,M,5
7264,2021-11-27,Wallonia,75-84,F,4
7265,2021-11-27,Wallonia,85+,M,3
7266,2021-11-27,Wallonia,85+,F,1
7267,2021-11-27,Flanders,45-64,M,2
7268,2021-11-27,Flanders,45-64,F,1
7269,2021-11-27,Flanders,65-74,F,3
7270,2021-11-27,Flanders,75-84,M,6
7271,2021-11-27,Flanders,75-84,F,2
7272,2021-11-27,Flanders,85+,M,6
7273,2021-11-27,Flanders,85+,F,4
7274,2021-11-27,Brussels,65-74,F,1
7275,2021-11-27,Brussels,75-84,F,1
7276,2021-11-27,Brussels,85+,M,1
7277,2021-11-27,Brussels,85+,F,2
7278,2021-11-28,Wallonia,45-64,M,2
7279,2021-11-28,Wallonia,65-74,M,1
7280,2021-11-28,Wallonia,65-74,F,3
7281,2021-11-28,Wallonia,75-84,M,4
7282,2021-11-28,Wallonia,75-84,F,1
7283,2021-11-28,Wallonia,85+,M,2
7284,2021-11-28,Wallonia,85+,F,1
7285,2021-11-28,Flanders,65-74,M,5
7286,2021-11-28,Flanders,65-74,F,2
7287,2021-11-28,Flanders,75-84,M,8
7288,2021-11-28,Flanders,75-84,F,4
7289,2021-11-28,Flanders,85+,M,4
7290,2021-11-28,Flanders,85+,F,4
7291,2021-11-28,Brussels,65-74,M,1
7292,2021-11-28,Brussels,75-84,M,1
7293,2021-11-28,Brussels,85+,M,2
7294,2021-11-28,Brussels,85+,F,2
7295,2021-11-29,Wallonia,45-64,M,2
7296,2021-11-29,Wallonia,45-64,F,1
7297,2021-11-29,Wallonia,65-74,M,2
7298,2021-11-29,Wallonia,65-74,F,2
7299,2021-11-29,Wallonia,75-84,M,2
7300,2021-11-29,Wallonia,75-84,F,2
7301,2021-11-29,Wallonia,85+,M,2
7302,2021-11-29,Wallonia,85+,F,1
7303,2021-11-29,Flanders,45-64,M,1
7304,2021-11-29,Flanders,45-64,F,3
7305,2021-11-29,Flanders,65-74,M,4
7306,2021-11-29,Flanders,65-74,F,1
7307,2021-11-29,Flanders,75-84,M,10
7308,2021-11-29,Flanders,75-84,F,2
7309,2021-11-29,Flanders,85+,M,5
7310,2021-11-29,Flanders,85+,F,4
7311,2021-11-29,Brussels,75-84,F,1
7312,2021-11-30,Wallonia,25-44,M,1
7313,2021-11-30,Wallonia,25-44,F,1
7314,2021-11-30,Wallonia,45-64,M,3
7315,2021-11-30,Wallonia,65-74,M,2
7316,2021-11-30,Wallonia,65-74,F,1
7317,2021-11-30,Wallonia,75-84,M,6
7318,2021-11-30,Wallonia,75-84,F,1
7319,2021-11-30,Wallonia,85+,M,3
7320,2021-11-30,Wallonia,85+,F,3
7321,2021-11-30,Flanders,45-64,M,1
7322,2021-11-30,Flanders,65-74,M,5
7323,2021-11-30,Flanders,65-74,F,4
7324,2021-11-30,Flanders,75-84,M,11
7325,2021-11-30,Flanders,75-84,F,5
7326,2021-11-30,Flanders,85+,M,5
7327,2021-11-30,Flanders,85+,F,7
7328,2021-11-30,Brussels,75-84,M,1
7329,2021-11-30,Brussels,85+,F,1
7330,2021-12-01,Wallonia,45-64,M,1
7331,2021-12-01,Wallonia,45-64,F,1
7332,2021-12-01,Wallonia,65-74,M,1
7333,2021-12-01,Wallonia,65-74,F,2
7334,2021-12-01,Wallonia,75-84,M,2
7335,2021-12-01,Wallonia,75-84,F,1
7336,2021-12-01,Wallonia,85+,M,1
7337,2021-12-01,Wallonia,85+,F,2
7338,2021-12-01,Flanders,25-44,M,1
7339,2021-12-01,Flanders,65-74,M,2
7340,2021-12-01,Flanders,65-74,F,1
7341,2021-12-01,Flanders,75-84,M,8
7342,2021-12-01,Flanders,75-84,F,3
7343,2021-12-01,Flanders,85+,M,3
7344,2021-12-01,Flanders,85+,F,8
7345,2021-12-01,Brussels,75-84,M,2
7346,2021-12-01,Brussels,75-84,F,1
7347,2021-12-01,Brussels,85+,M,3
7348,2021-12-01,Brussels,85+,F,1
7349,2021-12-02,Wallonia,45-64,M,4
7350,2021-12-02,Wallonia,45-64,F,2
7351,2021-12-02,Wallonia,65-74,M,3
7352,2021-12-02,Wallonia,75-84,M,3
7353,2021-12-02,Wallonia,75-84,F,1
7354,2021-12-02,Wallonia,85+,M,3
7355,2021-12-02,Wallonia,85+,F,3
7356,2021-12-02,Flanders,45-64,M,1
7357,2021-12-02,Flanders,45-64,F,1
7358,2021-12-02,Flanders,65-74,M,3
7359,2021-12-02,Flanders,75-84,M,10
7360,2021-12-02,Flanders,75-84,F,4
7361,2021-12-02,Flanders,85+,M,5
7362,2021-12-02,Flanders,85+,F,5
7363,2021-12-02,Brussels,45-64,M,1
7364,2021-12-02,Brussels,65-74,M,2
7365,2021-12-02,Brussels,85+,F,2
7366,2021-12-03,Wallonia,45-64,M,1
7367,2021-12-03,Wallonia,45-64,F,2
7368,2021-12-03,Wallonia,65-74,M,5
7369,2021-12-03,Wallonia,65-74,F,1
7370,2021-12-03,Wallonia,75-84,M,3
7371,2021-12-03,Wallonia,85+,M,2
7372,2021-12-03,Wallonia,85+,F,3
7373,2021-12-03,Flanders,25-44,M,2
7374,2021-12-03,Flanders,65-74,M,2
