Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Ternat ,23086,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.23,0.18,0.58
 Ternat ,23086,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.18,0.64
 Ternat ,23086,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.15,0.74
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.08,0.85
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.06,0.87
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.18,0.23,0.59
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.23,0.28,0.49
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.12,0.78
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.13,0.14,0.73
 Tervuren ,24104,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.13,0.77
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.11,0.81
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.11,0.84
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.18,0.24,0.58
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.18,0.21,0.6
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.16,0.7
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.15,0.7
 Tessenderlo ,71057,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.15,0.78
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.14,0.79
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.14,0.78
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.24,0.24,0.52
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.25,0.5
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.13,0.17,0.7
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.22,0.6
 Tielt ,37015,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.24,0.67
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.17,0.72
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.13,0.14,0.73
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.33,0.24,0.43
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.39,0.21,0.4
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.3,0.2,0.5
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.31,0.18,0.51
 Tielt-Winge ,24135,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.14,0.18,0.69
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.18,0.18,0.64
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.19,0.2,0.61
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.47,0.27,0.26
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.39,0.28,0.33
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.23,0.24,0.52
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.22,0.58
 Tienen ,24107,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.21,0.28,0.51
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.12,0.14,0.74
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.17,0.71
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.29,0.44
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.33,0.29,0.38
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.23,0.62
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.23,0.22,0.55
 Tongeren ,73083,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.16,0.18,0.66
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.15,0.17,0.68
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.1,0.82
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.3,0.3,0.4
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.2,0.24,0.55
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.2,0.61
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.06,0.09,0.84
 Torhout ,31033,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.17,0.74
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.12,0.79
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.12,0.8
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.21,0.53
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.3,0.44
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.16,0.17,0.67
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.21,0.67
 Tremelo ,24109,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.2,0.73
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Activiteiten,2008,0.08,0.13,0.79
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Activiteiten,2011,0.08,0.16,0.76
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Activiteiten,2014,0.1,0.15,0.75
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.16,0.73
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.12,0.18,0.71
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2008,0.24,0.25,0.51
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2011,0.25,0.29,0.46
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2014,0.31,0.3,0.39
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.36,0.31,0.33
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.36,0.29,0.35
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2008,0.14,0.17,0.69
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2011,0.17,0.19,0.65
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2014,0.2,0.22,0.58
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.23,0.23,0.54
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.24,0.24,0.52
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2008,0.12,0.19,0.69
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2011,0.11,0.23,0.66
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2014,0.12,0.23,0.65
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2017,0.14,0.24,0.62
 Turnhout ,13040,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.15,0.24,0.61
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.13,0.78
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.12,0.8
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.28,0.24,0.48
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.34,0.38
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.19,0.16,0.65
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.22,0.58
 Veurne ,38025,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.19,0.72
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.17,0.22,0.61
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.2,0.24,0.56
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.38,0.28,0.35
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.36,0.3,0.34
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.23,0.23,0.54
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.19,0.23,0.57
 Vilvoorde ,23088,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.18,0.26,0.56
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.15,0.13,0.72
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.17,0.74
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.24,0.49
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.23,0.23,0.54
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.2,0.2,0.59
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.22,0.63
 Vleteren ,33041,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.19,0.69
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.13,0.19,0.69
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.13,0.19,0.68
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.19,0.21,0.6
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.22,0.52
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.21,0.17,0.62
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.25,0.15,0.6
 Voeren ,73109,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.22,0.65
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.03,0.05,0.92
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.04,0.92
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.12,0.16,0.72
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.1,0.15,0.74
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.07,0.07,0.87
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.09,0.06,0.85
 Vorselaar ,13044,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.05,0.08,0.87
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.04,0.1,0.87
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.11,0.84
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.16,0.2,0.64
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.13,0.25,0.61
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.2,0.69
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.2,0.68
 Vosselaar ,13046,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.16,0.78
 Waarschoot ,44072,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.13,0.8
 Waarschoot ,44072,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.16,0.28,0.56
 Waarschoot ,44072,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.2,0.68
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.14,0.8
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.08,0.84
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.23,0.54
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.26,0.25,0.48
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.21,0.64
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.11,0.75
 Waasmunster ,42023,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.14,0.76
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.08,0.85
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.1,0.79
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.16,0.13,0.71
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.23,0.21,0.56
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.13,0.78
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.17,0.68
 Wachtebeke ,44073,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.18,0.72
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.03,0.08,0.89
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.1,0.84
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.17,0.23,0.59
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.24,0.25,0.51
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.09,0.11,0.79
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.17,0.69
 Waregem ,34040,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.13,0.79
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.11,0.82
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.14,0.78
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.19,0.22,0.59
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.28,0.23,0.48
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.17,0.73
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.24,0.19,0.57
 Wellen ,73098,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.19,0.73
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.13,0.16,0.71
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.12,0.77
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.24,0.51
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.22,0.24,0.54
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.21,0.61
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.19,0.66
 Wemmel ,23102,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.21,0.66
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.13,0.76
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.16,0.77
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.26,0.26,0.48
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.32,0.28,0.4
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.13,0.21,0.65
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.27,0.52
 Wervik ,33029,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.23,0.68
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.05,0.08,0.87
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.1,0.85
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.13,0.23,0.64
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.22,0.23,0.56
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.12,0.77
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.15,0.71
 Westerlo ,13049,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.15,0.79
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.18,0.74
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.15,0.78
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.3,0.45
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.32,0.28,0.4
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.18,0.72
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.23,0.62
 Wetteren ,42025,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.23,0.66
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.1,0.82
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.1,0.84
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.2,0.17,0.63
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.21,0.27,0.52
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.11,0.79
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.18,0.68
 Wevelgem ,34041,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.18,0.74
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.15,0.21,0.63
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.13,0.2,0.68
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.32,0.29,0.39
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.27,0.43
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.26,0.26,0.48
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.17,0.23,0.6
 Wezembeek-Oppem ,23103,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.14,0.31,0.55
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.14,0.17,0.68
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.14,0.78
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.32,0.25,0.43
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.29,0.24,0.47
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.27,0.21,0.53
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.17,0.16,0.67
 Wichelen ,42026,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.19,0.69
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.12,0.81
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.06,0.1,0.83
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.18,0.2,0.62
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.26,0.21,0.53
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.13,0.12,0.75
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.14,0.14,0.73
 Wielsbeke ,37017,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.15,0.79
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.08,0.86
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.04,0.07,0.89
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.16,0.21,0.63
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.12,0.23,0.65
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.12,0.76
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.1,0.14,0.77
 Wijnegem ,11050,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.13,0.81
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.12,0.18,0.7
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.14,0.19,0.67
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.31,0.32,0.37
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.37,0.32,0.31
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.2,0.23,0.57
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.26,0.21,0.53
 Willebroek ,12040,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.2,0.26,0.54
