Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Diest ,24020,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Diksmuide ,32003,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Dilbeek ,23016,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Dilsen-Stokkem ,72041,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Drogenbos ,23098,nee,Betalingsmoeilijkheden kinderopvang,2020,0.09,0.91
 Duffel ,12009,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Edegem ,11013,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Eeklo ,43005,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Erpe-Mere ,41082,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Essen ,11016,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Evergem ,44019,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Galmaarden ,23023,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Gavere ,44020,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Geel ,13008,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Geetbets ,24028,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Genk ,71016,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Genk ,71016,ja,Betalingsmoeilijkheden kinderopvang,2014,0.04,0.96
 Genk ,71016,ja,Betalingsmoeilijkheden kinderopvang,2017,0.02,0.98
 Genk ,71016,ja,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Gent ,44021,ja,Betalingsmoeilijkheden kinderopvang,2011,0.03,0.97
 Gent ,44021,ja,Betalingsmoeilijkheden kinderopvang,2014,0.04,0.96
 Gent ,44021,ja,Betalingsmoeilijkheden kinderopvang,2017,0.03,0.97
 Gent ,44021,ja,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Geraardsbergen ,41018,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Gingelom ,71017,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Gistel ,35005,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Glabbeek ,24137,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Gooik ,23024,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Grimbergen ,23025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Grobbendonk ,13010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Haacht ,24033,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Haaltert ,41024,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Halen ,71020,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Halle ,23027,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Ham ,71069,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hamme ,42008,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hamont-Achel ,72037,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Harelbeke ,34013,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Hasselt ,71022,ja,Betalingsmoeilijkheden kinderopvang,2011,0.01,0.99
 Hasselt ,71022,ja,Betalingsmoeilijkheden kinderopvang,2014,0.01,0.99
 Hasselt ,71022,ja,Betalingsmoeilijkheden kinderopvang,2017,0.02,0.98
 Hasselt ,71022,ja,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Hechtel-Eksel,72038,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Heers ,73022,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Heist-Op-Den-Berg ,12014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hemiksem ,11018,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Herent ,24038,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Herentals ,13011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Herenthout ,13012,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Herk-De-Stad ,71024,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Herne ,23032,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Herselt ,13013,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Herzele ,41027,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Heusden-Zolder ,71070,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Heuvelland ,33039,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hoegaarden ,24041,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Hoeilaart ,23033,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hoeselt ,73032,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Holsbeek ,24043,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hooglede ,36006,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Hoogstraten ,13014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Horebeke ,45062,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Houthalen-Helchteren ,72039,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Houthulst ,32006,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Hove ,11021,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Huldenberg ,24045,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Hulshout ,13016,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Ichtegem ,35006,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Ieper ,33011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ingelmunster ,36007,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Izegem ,36008,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Jabbeke ,31012,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kalmthout ,11022,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kampenhout ,23038,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Kapellen ,11023,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Kapelle-Op-Den-Bos ,23039,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Kaprijke ,43007,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kasterlee ,13017,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Keerbergen ,24048,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Kinrooi ,72018,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Kluisbergen ,45060,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Knokke-Heist ,31043,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Koekelare ,32010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Koksijde ,38014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kontich ,11024,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kortemark ,32011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kortenaken ,24054,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Kortenberg ,24055,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kortessem ,73040,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kortrijk ,34022,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Kortrijk ,34022,ja,Betalingsmoeilijkheden kinderopvang,2014,0.02,0.98
 Kortrijk ,34022,ja,Betalingsmoeilijkheden kinderopvang,2017,0.01,0.99
 Kortrijk ,34022,ja,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Kraainem ,23099,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Kruibeke ,46013,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Kruisem ,45068,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Kuurne ,34023,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Laakdal ,13053,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Laarne ,42010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Lanaken ,73042,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Landen ,24059,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Langemark-Poelkapelle ,33040,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Lebbeke ,42011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lede ,41034,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ledegem ,36010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Lendelede ,34025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Lennik ,23104,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Leopoldsburg ,71034,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Leuven ,24062,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Leuven ,24062,ja,Betalingsmoeilijkheden kinderopvang,2014,0.02,0.98
 Leuven ,24062,ja,Betalingsmoeilijkheden kinderopvang,2017,0.02,0.98
 Leuven ,24062,ja,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lichtervelde ,36011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Liedekerke ,23044,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Lier ,12021,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Lierde ,45063,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Lievegem ,44085,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Lille ,13019,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Linkebeek ,23100,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Lint ,11025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Linter ,24133,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lochristi ,44034,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lokeren ,46014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lommel ,72020,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Londerzeel ,23045,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Lo-Reninge ,32030,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Lubbeek ,24066,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Lummen ,71037,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Maarkedal ,45064,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Maaseik ,72021,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Maasmechelen ,73107,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Machelen ,23047,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Maldegem ,43010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Malle ,11057,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Mechelen ,12025,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Mechelen ,12025,ja,Betalingsmoeilijkheden kinderopvang,2014,0.02,0.98
 Mechelen ,12025,ja,Betalingsmoeilijkheden kinderopvang,2017,0.04,0.96
 Mechelen ,12025,ja,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Meerhout ,13021,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Meise ,23050,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Melle ,44040,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Menen ,34027,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Merchtem ,23052,nee,Betalingsmoeilijkheden kinderopvang,2020,0.05,0.95
 Merelbeke ,44043,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Merksplas ,13023,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Mesen ,33016,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Meulebeke ,37007,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Middelkerke ,35011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Moerbeke ,44045,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Mol ,13025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Moorslede ,36012,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Mortsel ,11029,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Nazareth ,44048,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Niel ,11030,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Nieuwerkerken ,71045,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Nieuwpoort ,38016,nee,Betalingsmoeilijkheden kinderopvang,2020,0.05,0.95
 Nijlen ,12026,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ninove ,41048,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Olen ,13029,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Oostende ,35013,ja,Betalingsmoeilijkheden kinderopvang,2011,0.05,0.95
 Oostende ,35013,ja,Betalingsmoeilijkheden kinderopvang,2014,0.02,0.98
 Oostende ,35013,ja,Betalingsmoeilijkheden kinderopvang,2017,0.03,0.97
 Oostende ,35013,ja,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Oosterzele ,44052,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Oostkamp ,31022,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Oostrozebeke ,37010,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Opwijk ,23060,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Oudenaarde ,45035,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Oudenburg ,35014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Oud-Heverlee ,24086,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Oudsbergen ,72042,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Oud-Turnhout ,13031,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Overijse ,23062,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Peer ,72030,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Pelt ,72043,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Pepingen ,23064,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Pittem ,37011,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Poperinge ,33021,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Putte ,12029,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Puurs-Sint-Amands ,12041,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ranst ,11035,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ravels ,13035,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Retie ,13036,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Riemst ,73066,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Rijkevorsel ,13037,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Roeselare ,36015,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Roeselare ,36015,ja,Betalingsmoeilijkheden kinderopvang,2014,0.04,0.96
 Roeselare ,36015,ja,Betalingsmoeilijkheden kinderopvang,2017,0.01,0.99
 Roeselare ,36015,ja,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ronse ,45041,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Roosdaal ,23097,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Rotselaar ,24094,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Ruiselede ,37012,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Rumst ,11037,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Schelle ,11038,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Scherpenheuvel-Zichem ,24134,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Schilde ,11039,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Schoten ,11040,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Sint-Genesius-Rode ,23101,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Sint-Gillis-Waas ,46020,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Sint-Katelijne-Waver ,12035,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Sint-Laureins ,43014,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Sint-Lievens-Houtem ,41063,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Sint-Martens-Latem ,44064,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden kinderopvang,2014,0.04,0.96
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden kinderopvang,2017,0.03,0.97
 Sint-Niklaas ,46021,ja,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Sint-Pieters-Leeuw ,23077,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Sint-Truiden ,71053,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Spiere-Helkijn ,34043,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Stabroek ,11044,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Staden ,36019,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Steenokkerzeel ,23081,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Stekene ,46024,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Temse ,46025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Ternat ,23086,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Tervuren ,24104,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Tessenderlo ,71057,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Tielt ,37015,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Tielt-Winge ,24135,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Tienen ,24107,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Tongeren ,73083,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Torhout ,31033,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Tremelo ,24109,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Turnhout ,13040,ja,Betalingsmoeilijkheden kinderopvang,2011,0.02,0.98
 Turnhout ,13040,ja,Betalingsmoeilijkheden kinderopvang,2014,0.04,0.96
 Turnhout ,13040,ja,Betalingsmoeilijkheden kinderopvang,2017,0.03,0.97
 Turnhout ,13040,ja,Betalingsmoeilijkheden kinderopvang,2020,0.03,0.97
 Veurne ,38025,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Vilvoorde ,23088,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Vleteren ,33041,nee,Betalingsmoeilijkheden kinderopvang,2020,0.02,0.98
 Voeren ,73109,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Vorselaar ,13044,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Vosselaar ,13046,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
 Waasmunster ,42023,nee,Betalingsmoeilijkheden kinderopvang,2020,0.0,1.0
 Wachtebeke ,44073,nee,Betalingsmoeilijkheden kinderopvang,2020,0.04,0.96
 Waregem ,34040,nee,Betalingsmoeilijkheden kinderopvang,2020,0.01,0.99
