Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Bever ,23009,nee,Tevredenheid over ouderenvoorzieningen,2017,0.46,0.31,0.23
 Bever ,23009,nee,Tevredenheid over ouderenvoorzieningen,2020,0.31,0.34,0.34
 Beveren ,46003,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.12,0.82
 Beveren ,46003,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.17,0.77
 Bierbeek ,24011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.21,0.74
 Bierbeek ,24011,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.22,0.7
 Bilzen ,73006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.1,0.86
 Bilzen ,73006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.14,0.8
 Blankenberge ,31004,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.16,0.78
 Blankenberge ,31004,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.18,0.77
 Bocholt ,72003,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.14,0.77
 Bocholt ,72003,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.15,0.8
 Boechout ,11004,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.23,0.72
 Boechout ,11004,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.19,0.74
 Bonheiden ,12005,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.16,0.76
 Bonheiden ,12005,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.14,0.78
 Boom ,11005,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.21,0.71
 Boom ,11005,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.18,0.72
 Boortmeerbeek ,24014,nee,Tevredenheid over ouderenvoorzieningen,2017,0.16,0.25,0.58
 Boortmeerbeek ,24014,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.36,0.54
 Borgloon ,73009,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.23,0.69
 Borgloon ,73009,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.17,0.76
 Bornem ,12007,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.13,0.82
 Bornem ,12007,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.13,0.82
 Borsbeek ,11007,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.21,0.76
 Borsbeek ,11007,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.19,0.77
 Boutersem ,24016,nee,Tevredenheid over ouderenvoorzieningen,2017,0.17,0.3,0.53
 Boutersem ,24016,nee,Tevredenheid over ouderenvoorzieningen,2020,0.11,0.36,0.52
 Brakel ,45059,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.2,0.75
 Brakel ,45059,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.21,0.72
 Brasschaat ,11008,nee,Tevredenheid over ouderenvoorzieningen,2017,0.01,0.13,0.86
 Brasschaat ,11008,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.15,0.79
 Brecht ,11009,nee,Tevredenheid over ouderenvoorzieningen,2017,0.02,0.24,0.74
 Brecht ,11009,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.21,0.71
 Bredene ,35002,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.14,0.82
 Bredene ,35002,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.14,0.83
 Bree ,72004,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.2,0.73
 Bree ,72004,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.12,0.83
 Brugge ,31005,ja,Tevredenheid over ouderenvoorzieningen,2011,0.06,0.19,0.75
 Brugge ,31005,ja,Tevredenheid over ouderenvoorzieningen,2014,0.11,0.18,0.71
 Brugge ,31005,ja,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.16,0.77
 Brugge ,31005,ja,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.15,0.79
 Buggenhout ,42004,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.17,0.79
 Buggenhout ,42004,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.12,0.85
 Damme ,31006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.18,0.74
 Damme ,31006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.2,0.72
 De Haan ,35029,nee,Tevredenheid over ouderenvoorzieningen,2017,0.09,0.2,0.71
 De Haan ,35029,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.19,0.77
 De Panne ,38008,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.18,0.74
 De Panne ,38008,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.08,0.88
 De Pinte ,44012,nee,Tevredenheid over ouderenvoorzieningen,2017,0.16,0.22,0.62
 De Pinte ,44012,nee,Tevredenheid over ouderenvoorzieningen,2020,0.13,0.18,0.69
 Deerlijk ,34009,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.14,0.81
 Deerlijk ,34009,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.14,0.81
 Deinze ,44011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.18,0.76
 Deinze ,44083,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.19,0.74
 Denderleeuw ,41011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.2,0.3,0.5
 Denderleeuw ,41011,nee,Tevredenheid over ouderenvoorzieningen,2020,0.13,0.35,0.52
 Dendermonde ,42006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.13,0.2,0.67
 Dendermonde ,42006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.2,0.71
 Dentergem ,37002,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.19,0.73
 Dentergem ,37002,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.17,0.74
 Dessel ,13006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.13,0.84
 Dessel ,13006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.15,0.83
 Destelbergen ,44013,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.21,0.73
 Destelbergen ,44013,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.22,0.74
 Diepenbeek ,71011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.16,0.78
 Diepenbeek ,71011,nee,Tevredenheid over ouderenvoorzieningen,2020,0.02,0.1,0.88
 Diest ,24020,nee,Tevredenheid over ouderenvoorzieningen,2017,0.13,0.2,0.67
 Diest ,24020,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.24,0.69
 Diksmuide ,32003,nee,Tevredenheid over ouderenvoorzieningen,2017,0.09,0.2,0.71
 Diksmuide ,32003,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.12,0.8
 Dilbeek ,23016,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.23,0.69
 Dilbeek ,23016,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.29,0.63
 Dilsen-Stokkem ,72041,nee,Tevredenheid over ouderenvoorzieningen,2017,0.1,0.16,0.73
 Dilsen-Stokkem ,72041,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.18,0.74
 Drogenbos ,23098,nee,Tevredenheid over ouderenvoorzieningen,2017,0.13,0.22,0.65
 Drogenbos ,23098,nee,Tevredenheid over ouderenvoorzieningen,2020,0.11,0.36,0.54
 Duffel ,12009,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.15,0.79
 Duffel ,12009,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.15,0.82
 Edegem ,11013,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.17,0.79
 Edegem ,11013,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.19,0.75
 Eeklo ,43005,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.16,0.78
 Eeklo ,43005,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.18,0.78
 Erpe-Mere ,41082,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.19,0.75
 Erpe-Mere ,41082,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.19,0.77
 Essen ,11016,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.2,0.73
 Essen ,11016,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.21,0.72
 Evergem ,44019,nee,Tevredenheid over ouderenvoorzieningen,2017,0.09,0.22,0.69
 Evergem ,44019,nee,Tevredenheid over ouderenvoorzieningen,2020,0.02,0.2,0.78
 Galmaarden ,23023,nee,Tevredenheid over ouderenvoorzieningen,2017,0.23,0.26,0.51
 Galmaarden ,23023,nee,Tevredenheid over ouderenvoorzieningen,2020,0.19,0.31,0.5
 Gavere ,44020,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.18,0.79
 Gavere ,44020,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.19,0.77
 Geel ,13008,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.19,0.74
 Geel ,13008,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.2,0.77
 Geetbets ,24028,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.12,0.85
 Geetbets ,24028,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.23,0.67
 Genk ,71016,ja,Tevredenheid over ouderenvoorzieningen,2011,0.06,0.15,0.79
 Genk ,71016,ja,Tevredenheid over ouderenvoorzieningen,2014,0.06,0.15,0.79
 Genk ,71016,ja,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.13,0.84
 Genk ,71016,ja,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.15,0.8
 Gent ,44021,ja,Tevredenheid over ouderenvoorzieningen,2011,0.08,0.24,0.69
 Gent ,44021,ja,Tevredenheid over ouderenvoorzieningen,2014,0.1,0.23,0.67
 Gent ,44021,ja,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.23,0.7
 Gent ,44021,ja,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.2,0.74
 Geraardsbergen ,41018,nee,Tevredenheid over ouderenvoorzieningen,2017,0.1,0.17,0.73
 Geraardsbergen ,41018,nee,Tevredenheid over ouderenvoorzieningen,2020,0.11,0.2,0.7
 Gingelom ,71017,nee,Tevredenheid over ouderenvoorzieningen,2017,0.13,0.25,0.62
 Gingelom ,71017,nee,Tevredenheid over ouderenvoorzieningen,2020,0.11,0.2,0.69
 Gistel ,35005,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.19,0.73
 Gistel ,35005,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.15,0.76
 Glabbeek ,24137,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.19,0.73
 Glabbeek ,24137,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.12,0.83
 Gooik ,23024,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.21,0.74
 Gooik ,23024,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.22,0.71
 Grimbergen ,23025,nee,Tevredenheid over ouderenvoorzieningen,2017,0.1,0.24,0.66
 Grimbergen ,23025,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.25,0.67
 Grobbendonk ,13010,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.2,0.75
 Grobbendonk ,13010,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.29,0.64
 Haacht ,24033,nee,Tevredenheid over ouderenvoorzieningen,2017,0.16,0.29,0.55
 Haacht ,24033,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.26,0.66
 Haaltert ,41024,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.19,0.73
 Haaltert ,41024,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.24,0.7
 Halen ,71020,nee,Tevredenheid over ouderenvoorzieningen,2017,0.23,0.24,0.53
 Halen ,71020,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.21,0.73
 Halle ,23027,nee,Tevredenheid over ouderenvoorzieningen,2017,0.14,0.22,0.64
 Halle ,23027,nee,Tevredenheid over ouderenvoorzieningen,2020,0.08,0.31,0.62
 Ham ,71069,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.18,0.76
 Ham ,71069,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.12,0.85
 Hamme ,42008,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.15,0.8
 Hamme ,42008,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.19,0.74
 Hamont-Achel ,72037,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.18,0.77
 Hamont-Achel ,72037,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.16,0.78
 Harelbeke ,34013,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.19,0.74
 Harelbeke ,34013,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.16,0.77
 Hasselt ,71022,ja,Tevredenheid over ouderenvoorzieningen,2011,0.07,0.16,0.77
 Hasselt ,71022,ja,Tevredenheid over ouderenvoorzieningen,2014,0.08,0.17,0.74
 Hasselt ,71022,ja,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.13,0.8
 Hasselt ,71022,ja,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.18,0.74
 Hechtel-Eksel,72038,nee,Tevredenheid over ouderenvoorzieningen,2017,0.12,0.25,0.63
 Hechtel-Eksel,72038,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.19,0.76
 Heers ,73022,nee,Tevredenheid over ouderenvoorzieningen,2017,0.19,0.27,0.54
 Heers ,73022,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.17,0.74
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.17,0.78
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.19,0.72
 Hemiksem ,11018,nee,Tevredenheid over ouderenvoorzieningen,2017,0.1,0.24,0.66
 Hemiksem ,11018,nee,Tevredenheid over ouderenvoorzieningen,2020,0.12,0.28,0.6
 Herent ,24038,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.24,0.7
 Herent ,24038,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.27,0.63
 Herentals ,13011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.22,0.73
 Herentals ,13011,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.16,0.78
 Herenthout ,13012,nee,Tevredenheid over ouderenvoorzieningen,2017,0.02,0.11,0.87
 Herenthout ,13012,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.1,0.87
 Herk-De-Stad ,71024,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.21,0.71
 Herk-De-Stad ,71024,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.17,0.79
 Herne ,23032,nee,Tevredenheid over ouderenvoorzieningen,2017,0.09,0.19,0.72
 Herne ,23032,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.26,0.69
 Herselt ,13013,nee,Tevredenheid over ouderenvoorzieningen,2017,0.02,0.15,0.83
 Herselt ,13013,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.22,0.73
 Herzele ,41027,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.18,0.77
 Herzele ,41027,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.13,0.83
 Heusden-Zolder ,71070,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.16,0.79
 Heusden-Zolder ,71070,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.15,0.8
 Heuvelland ,33039,nee,Tevredenheid over ouderenvoorzieningen,2017,0.19,0.24,0.57
 Heuvelland ,33039,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.2,0.7
 Hoegaarden ,24041,nee,Tevredenheid over ouderenvoorzieningen,2017,0.09,0.19,0.72
 Hoegaarden ,24041,nee,Tevredenheid over ouderenvoorzieningen,2020,0.1,0.29,0.61
 Hoeilaart ,23033,nee,Tevredenheid over ouderenvoorzieningen,2017,0.1,0.21,0.7
 Hoeilaart ,23033,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.19,0.76
 Hoeselt ,73032,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.23,0.73
 Hoeselt ,73032,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.19,0.75
 Holsbeek ,24043,nee,Tevredenheid over ouderenvoorzieningen,2017,0.11,0.25,0.64
 Holsbeek ,24043,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.26,0.65
 Hooglede ,36006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.12,0.84
 Hooglede ,36006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.13,0.83
 Hoogstraten ,13014,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.12,0.79
 Hoogstraten ,13014,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.15,0.8
 Horebeke ,45062,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.2,0.76
 Horebeke ,45062,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.21,0.73
 Houthalen-Helchteren ,72039,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.26,0.66
 Houthalen-Helchteren ,72039,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.23,0.71
 Houthulst ,32006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.17,0.78
 Houthulst ,32006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.18,0.78
 Hove ,11021,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.18,0.79
 Hove ,11021,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.16,0.81
 Huldenberg ,24045,nee,Tevredenheid over ouderenvoorzieningen,2017,0.13,0.23,0.64
 Huldenberg ,24045,nee,Tevredenheid over ouderenvoorzieningen,2020,0.13,0.3,0.57
 Hulshout ,13016,nee,Tevredenheid over ouderenvoorzieningen,2017,0.14,0.32,0.55
 Hulshout ,13016,nee,Tevredenheid over ouderenvoorzieningen,2020,0.12,0.31,0.57
 Ichtegem ,35006,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.2,0.72
 Ichtegem ,35006,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.17,0.77
 Ieper ,33011,nee,Tevredenheid over ouderenvoorzieningen,2017,0.14,0.17,0.7
 Ieper ,33011,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.13,0.81
 Ingelmunster ,36007,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.09,0.86
 Ingelmunster ,36007,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.06,0.9
 Izegem ,36008,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.14,0.82
 Izegem ,36008,nee,Tevredenheid over ouderenvoorzieningen,2020,0.03,0.14,0.83
 Jabbeke ,31012,nee,Tevredenheid over ouderenvoorzieningen,2017,0.17,0.18,0.65
 Jabbeke ,31012,nee,Tevredenheid over ouderenvoorzieningen,2020,0.11,0.23,0.66
 Kalmthout ,11022,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.13,0.83
 Kalmthout ,11022,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.14,0.83
 Kampenhout ,23038,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.16,0.78
 Kampenhout ,23038,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.26,0.68
 Kapellen ,11023,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.14,0.8
 Kapellen ,11023,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.17,0.79
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over ouderenvoorzieningen,2017,0.06,0.16,0.78
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over ouderenvoorzieningen,2020,0.05,0.23,0.73
 Kaprijke ,43007,nee,Tevredenheid over ouderenvoorzieningen,2017,0.08,0.16,0.76
 Kaprijke ,43007,nee,Tevredenheid over ouderenvoorzieningen,2020,0.09,0.2,0.71
 Kasterlee ,13017,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.14,0.82
 Kasterlee ,13017,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.13,0.83
 Keerbergen ,24048,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.22,0.72
 Keerbergen ,24048,nee,Tevredenheid over ouderenvoorzieningen,2020,0.06,0.23,0.71
 Kinrooi ,72018,nee,Tevredenheid over ouderenvoorzieningen,2017,0.05,0.17,0.78
 Kinrooi ,72018,nee,Tevredenheid over ouderenvoorzieningen,2020,0.04,0.19,0.77
 Kluisbergen ,45060,nee,Tevredenheid over ouderenvoorzieningen,2017,0.07,0.18,0.75
 Kluisbergen ,45060,nee,Tevredenheid over ouderenvoorzieningen,2020,0.07,0.16,0.77
 Knesselare ,44029,nee,Tevredenheid over ouderenvoorzieningen,2017,0.18,0.31,0.51
 Knokke-Heist ,31043,nee,Tevredenheid over ouderenvoorzieningen,2017,0.04,0.11,0.84
 Knokke-Heist ,31043,nee,Tevredenheid over ouderenvoorzieningen,2020,0.01,0.1,0.89
 Koekelare ,32010,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.07,0.91
 Koekelare ,32010,nee,Tevredenheid over ouderenvoorzieningen,2020,0.02,0.1,0.87
 Koksijde ,38014,nee,Tevredenheid over ouderenvoorzieningen,2017,0.03,0.11,0.86
 Koksijde ,38014,nee,Tevredenheid over ouderenvoorzieningen,2020,0.02,0.06,0.92
 Kontich ,11024,nee,Tevredenheid over ouderenvoorzieningen,2017,0.11,0.17,0.72
