,Datum,Aantal testen,Positieve testresultaten,positiviteitsratio,Negatieve testresultaten
537,2021-08-20,53331,2287,4.288312613676848,51044
538,2021-08-21,40418,1796,4.443564748379434,38622
539,2021-08-22,26442,1358,5.135768852583012,25084
540,2021-08-23,41239,1978,4.796430563301729,39261
541,2021-08-24,46228,2908,6.290559833866921,43320
542,2021-08-25,40833,2638,6.460460901721647,38195
543,2021-08-26,42971,2575,5.992413488166438,40396
544,2021-08-27,50072,2326,4.645310752516377,47746
545,2021-08-28,42793,2074,4.846587058631084,40719
546,2021-08-29,21232,1041,4.902976639035418,20191
547,2021-08-30,41527,2040,4.912466588002986,39487
548,2021-08-31,49383,3139,6.35643845047891,46244
549,2021-09-01,39333,2485,6.317850151272468,36848
550,2021-09-02,41902,2487,5.935277552384134,39415
551,2021-09-03,48969,2295,4.686638485572505,46674
552,2021-09-04,41081,1994,4.853825369392176,39087
553,2021-09-05,19032,965,5.070407734342161,18067
554,2021-09-06,38222,2017,5.277065564334676,36205
555,2021-09-07,47098,2831,6.01087094993418,44267
556,2021-09-08,45727,2511,5.491285236293656,43216
557,2021-09-09,44401,2430,5.4728497105921035,41971
558,2021-09-10,54905,2346,4.27283489663965,52559
559,2021-09-11,45718,2104,4.602126077256223,43614
560,2021-09-12,22323,1006,4.506562737983246,21317
561,2021-09-13,41661,1766,4.238976500804109,39895
562,2021-09-14,59532,3327,5.5885910098770415,56205
563,2021-09-15,53857,2631,4.88515884657519,51226
564,2021-09-16,50370,2531,5.0248163589438155,47839
565,2021-09-17,56825,2722,4.79014518257809,54103
566,2021-09-18,45474,1911,4.202401372212693,43563
567,2021-09-19,22407,1042,4.650332485384031,21365
568,2021-09-20,45779,1980,4.3251272417484,43799
569,2021-09-21,60852,2844,4.67363439163873,58008
570,2021-09-22,54158,2512,4.63828058643229,51646
571,2021-09-23,51638,2399,4.645803478058793,49239
572,2021-09-24,54834,2357,4.2984279826385094,52477
573,2021-09-25,43877,1995,4.546801285411491,41882
574,2021-09-26,20723,991,4.782126140037639,19732
575,2021-09-27,41049,1856,4.521425613291432,39193
576,2021-09-28,56265,2835,5.038656358304452,53430
577,2021-09-29,50323,2316,4.6022693400631915,48007
578,2021-09-30,48957,2500,5.106522049962211,46457
579,2021-10-01,51986,2283,4.391566960335475,49703
580,2021-10-02,42308,1873,4.427058712300274,40435
581,2021-10-03,19154,982,5.126866450871881,18172
582,2021-10-04,41563,1883,4.530471813872916,39680
583,2021-10-05,54462,2813,5.16506922257721,51649
584,2021-10-06,50522,2719,5.381813863267487,47803
585,2021-10-07,46864,2659,5.673864800273131,44205
586,2021-10-08,56008,2795,4.990358520211399,53213
587,2021-10-09,42532,2198,5.167873601053325,40334
588,2021-10-10,20490,1071,5.226939970717423,19419
589,2021-10-11,44625,2494,5.5887955182072835,42131
590,2021-10-12,59772,4009,6.707153851301613,55763
591,2021-10-13,55782,3842,6.887526442221505,51940
592,2021-10-14,53956,3884,7.19845800281711,50072
593,2021-10-15,62158,4257,6.848675954824801,57901
594,2021-10-16,51245,3694,7.208508147136305,47551
595,2021-10-17,23895,1930,8.077003557229547,21965
596,2021-10-18,51659,3906,7.56112197293792,47753
597,2021-10-19,79672,7059,8.86007631288282,72613
598,2021-10-20,73899,6518,8.820146416054344,67381
599,2021-10-21,76724,7162,9.33475835462176,69562
600,2021-10-22,84720,7414,8.751180358829085,77306
601,2021-10-23,68074,6004,8.819813732115051,62070
602,2021-10-24,34447,3486,10.119894330420646,30961
603,2021-10-25,66452,6200,9.330042737615122,60252
604,2021-10-26,95770,9317,9.728516236817375,86453
605,2021-10-27,98621,10039,10.17937356141187,88582
606,2021-10-28,97247,9395,9.660966405133319,87852
607,2021-10-29,108344,10252,9.462452927711732,98092
608,2021-10-30,85718,7988,9.318929513054435,77730
609,2021-10-31,41511,4369,10.524921105249211,37142
610,2021-11-01,37495,4020,10.721429523936525,33475
611,2021-11-02,76535,8474,11.072058535310642,68061
612,2021-11-03,94872,12089,12.742431908255334,82783
613,2021-11-04,91174,11231,12.318204751354553,79943
614,2021-11-05,99916,11274,11.283478121622164,88642
615,2021-11-06,79939,9563,11.962871689663368,70376
616,2021-11-07,42153,5716,13.560126206912912,36437
617,2021-11-08,76368,10004,13.099727634611355,66364
618,2021-11-09,101943,15156,14.8671316323828,86787
619,2021-11-10,107911,14416,13.359157083151857,93495
620,2021-11-11,59775,8772,14.675031367628607,51003
621,2021-11-12,88960,11051,12.422437050359711,77909
622,2021-11-13,88191,12153,13.780317719495185,76038
623,2021-11-14,42763,6720,15.714519561302994,36043
624,2021-11-15,88382,13262,15.005317824896473,75120
625,2021-11-16,119236,19522,16.372572042000737,99714
626,2021-11-17,126568,19909,15.729884330952531,106659
627,2021-11-18,128625,20374,15.839844509232265,108251
628,2021-11-19,131796,20198,15.325199550820967,111598
629,2021-11-20,111225,17072,15.349067206113734,94153
630,2021-11-21,50772,8701,17.137398566138817,42071
631,2021-11-22,102366,16981,16.588515718109527,85385
632,2021-11-23,135399,23120,17.075458459811372,112279
633,2021-11-24,141929,23209,16.352542468417308,118720
634,2021-11-25,141681,22948,16.196949485110917,118733
635,2021-11-26,139493,21307,15.274601592911472,118186
636,2021-11-27,114216,17450,15.278069622469706,96766
637,2021-11-28,61920,11040,17.829457364341085,50880
638,2021-11-29,102121,17410,17.04840336463607,84711
639,2021-11-30,139108,24162,17.36923828967421,114946
640,2021-12-01,135486,22799,16.82756890010776,112687
641,2021-12-02,126995,21513,16.94003700933108,105482
642,2021-12-03,122633,19635,16.011187853187966,102998
643,2021-12-04,95707,15574,16.2725819428046,80133
644,2021-12-05,43147,8596,19.92259021484692,34551
645,2021-12-06,85928,13958,16.243832045433386,71970
646,2021-12-07,111290,19748,17.74463114385839,91542
647,2021-12-08,111862,17528,15.669306824480165,94334
648,2021-12-09,100623,16092,15.992367550162486,84531
649,2021-12-10,101017,14812,14.662878525396717,86205
650,2021-12-11,77551,11365,14.654872277597969,66186
651,2021-12-12,37388,5762,15.411361934310474,31626
652,2021-12-13,73090,9761,13.354768094130524,63329
653,2021-12-14,94396,13872,14.695537946523157,80524
654,2021-12-15,83069,11403,13.727142495997303,71666
655,2021-12-16,78391,9807,12.510364710234592,68584
656,2021-12-17,83714,8930,10.667271901951885,74784
657,2021-12-18,65452,6837,10.44582289311251,58615
658,2021-12-19,32783,4080,12.44547478876247,28703
659,2021-12-20,66013,6617,10.02378319421932,59396
660,2021-12-21,81888,9727,11.878419304415786,72161
661,2021-12-22,77256,8297,10.739618929274101,68959
662,2021-12-23,77030,8284,10.754251590289497,68746
663,2021-12-24,83290,8899,10.684355865049826,74391
664,2021-12-25,31219,3948,12.646144975816009,27271
665,2021-12-26,29704,3884,13.07568004309184,25820
666,2021-12-27,72229,10752,14.885987622700023,61477
667,2021-12-28,76564,13991,18.273601170262786,62573
668,2021-12-29,77882,14998,19.257338024190442,62884
669,2021-12-30,83484,16299,19.523501509271238,67185
670,2021-12-31,87108,16266,18.673370987739357,70842
671,2022-01-01,39318,8226,20.921715244925988,31092
672,2022-01-02,30770,6683,21.719207019824506,24087
673,2022-01-03,80586,19231,23.863946591219317,61355
674,2022-01-04,100949,29510,29.232582789329264,71439
675,2022-01-05,100639,29091,28.906288814475502,71548
676,2022-01-06,96029,26791,27.898863884868113,69238
677,2022-01-07,100845,25581,25.366651792354606,75264
678,2022-01-08,77876,20648,26.513945246288973,57228
679,2022-01-09,45935,13677,29.774681615326003,32258
680,2022-01-10,84194,25566,30.365584245908263,58628
681,2022-01-11,111597,39360,35.26976531627194,72237
682,2022-01-12,96392,34026,35.29960992613495,62366
683,2022-01-13,94480,33941,35.9240050804403,60539
684,2022-01-14,98349,34539,35.11881157917213,63810
685,2022-01-15,75675,27566,36.42682523951107,48109
686,2022-01-16,43685,18230,41.730571134256614,25455
687,2022-01-17,96965,39590,40.829165162687566,57375
688,2022-01-18,135984,63669,46.820949523473345,72315
689,2022-01-19,138743,64656,46.60126997398067,74087
690,2022-01-20,137778,64093,46.51903787251956,73685
691,2022-01-21,137472,61397,44.66145833333333,76075
692,2022-01-22,110720,50925,45.99440028901734,59795
693,2022-01-23,52893,25854,48.87981396404061,27039
694,2022-01-24,111175,49923,44.90487969417585,61252
695,2022-01-25,150613,72475,48.12001620046079,78138
696,2022-01-26,142496,66653,46.775348079946106,75843
697,2022-01-27,129028,58280,45.16849056018849,70748
698,2022-01-28,116012,49753,42.88608075026721,66259
699,2022-01-29,82971,35285,42.526906991599475,47686
700,2022-01-30,41779,19106,45.73110893032385,22673
701,2022-01-31,87926,35549,40.430589359233906,52377
702,2022-02-01,109613,47180,43.04233986844626,62433
703,2022-02-02,93378,37633,40.301784146158624,55745
704,2022-02-03,83666,31810,38.020223268711305,51856
705,2022-02-04,75060,26160,34.85211830535572,48900
706,2022-02-05,55555,18744,33.73953739537395,36811
707,2022-02-06,27148,9781,36.02843671725358,17367
708,2022-02-07,63429,20031,31.580192025729552,43398
709,2022-02-08,77782,26433,33.98344089892263,51349
710,2022-02-09,63183,20045,31.725305857588275,43138
711,2022-02-10,53638,16375,30.52872963197733,37263
712,2022-02-11,56293,15221,27.038885829499225,41072
713,2022-02-12,39258,9841,25.06750216516379,29417
714,2022-02-13,21888,5792,26.46198830409357,16096
715,2022-02-14,54277,14066,25.915212705197415,40211
716,2022-02-15,58291,15218,26.10694618380196,43073
717,2022-02-16,50589,12712,25.127992251279924,37877
718,2022-02-17,44574,10821,24.276484048997172,33753
719,2022-02-18,44441,9626,21.660178663846448,34815
720,2022-02-19,32946,6403,19.434832756632066,26543
721,2022-02-20,17500,3683,21.045714285714286,13817
722,2022-02-21,42522,8906,20.944452283523823,33616
723,2022-02-22,48241,10577,21.925333222777304,37664
724,2022-02-23,43070,8915,20.698862317158113,34155
725,2022-02-24,41737,8040,19.26348324029039,33697
726,2022-02-25,43519,7258,16.67777292676762,36261
727,2022-02-26,29683,4626,15.584678098574942,25057
728,2022-02-27,14798,2642,17.85376402216516,12156
729,2022-02-28,36856,7222,19.595181245930107,29634
730,2022-03-01,38874,8453,21.744610793846785,30421
731,2022-03-02,36562,8046,22.00645478912532,28516
732,2022-03-03,35820,8260,23.05974316024567,27560
733,2022-03-04,35508,7556,21.279711614284107,27952
734,2022-03-05,28249,5830,20.637898686679172,22419
735,2022-03-06,16262,3920,24.10527610380027,12342
736,2022-03-07,39284,9709,24.71489665003564,29575
737,2022-03-08,46036,11520,25.023894343557217,34516
738,2022-03-09,41343,10327,24.97883559490119,31016
739,2022-03-10,37743,9882,26.182338446864318,27861
740,2022-03-11,35669,9226,25.86559757772856,26443
741,2022-03-12,27710,7296,26.32984482136413,20414
742,2022-03-13,16067,4029,25.076243231468226,12038
743,2022-03-14,43272,12298,28.420225550009242,30974
744,2022-03-15,53022,15259,28.77862019539059,37763
745,2022-03-16,45887,13367,29.130254756249048,32520
746,2022-03-17,42403,12535,29.561587623517205,29868
747,2022-03-18,39607,11407,28.800464564344686,28200
748,2022-03-19,28321,8074,28.508880336146326,20247
749,2022-03-20,15950,4776,29.943573667711597,11174
750,2022-03-21,41356,13095,31.664087435922234,28261
751,2022-03-22,53032,16700,31.490420877960478,36332
752,2022-03-23,47652,14544,30.52127927474188,33108
753,2022-03-24,44069,14345,32.55122648573827,29724
754,2022-03-25,39443,12360,31.336358796237608,27083
755,2022-03-26,29844,8775,29.40289505428227,21069
756,2022-03-27,14724,4357,29.591143710948113,10367
757,2022-03-28,43153,13907,32.227191620513054,29246
758,2022-03-29,52986,16105,30.394821273543954,36881
759,2022-03-30,46817,13877,29.640942392720593,32940
760,2022-03-31,42752,12132,28.37761976047904,30620
761,2022-04-01,42182,10468,24.816272343653694,31714
762,2022-04-02,29126,7106,24.397445581267597,22020
763,2022-04-03,14981,3731,24.90487951405113,11250
764,2022-04-04,36759,11371,30.93392094453059,25388
765,2022-04-05,42919,13391,31.20063375195135,29528
766,2022-04-06,38062,11752,30.875939257001733,26310
767,2022-04-07,34427,11164,32.42803613442937,23263
768,2022-04-08,32613,10075,30.892588844939134,22538
769,2022-04-09,22318,6432,28.819786719240074,15886
770,2022-04-10,11204,3031,27.052838272045697,8173
771,2022-04-11,31036,10401,33.51269493491429,20635
772,2022-04-12,33279,11252,33.81111211274377,22027
773,2022-04-13,29005,9603,33.108084812963284,19402
774,2022-04-14,26111,8887,34.03546398069779,17224
775,2022-04-15,24279,8311,34.23122863379876,15968
776,2022-04-16,16390,5465,33.343502135448446,10925
777,2022-04-17,8941,2729,30.522312940386982,6212
778,2022-04-18,10612,3134,29.53260459856766,7478
779,2022-04-19,29289,9858,33.657687186315684,19431
780,2022-04-20,30908,9948,32.18584185324188,20960
781,2022-04-21,24375,7954,32.631794871794874,16421
782,2022-04-22,22174,6805,30.689095336881035,15369
783,2022-04-23,16143,4228,26.190918664436598,11915
784,2022-04-24,8497,2031,23.902553842532658,6466
785,2022-04-25,23969,7145,29.809337060369646,16824
786,2022-04-26,26199,7398,28.237718996908278,18801
787,2022-04-27,22724,6083,26.76905474388312,16641
788,2022-04-28,19513,5409,27.71998155076103,14104
789,2022-04-29,18816,4785,25.430484693877553,14031
790,2022-04-30,14678,3425,23.33424172230549,11253
791,2022-05-01,7940,1606,20.226700251889167,6334
792,2022-05-02,22713,6073,26.737991458636024,16640
793,2022-05-03,25163,6545,26.01041211302309,18618
794,2022-05-04,22845,5604,24.53053184504268,17241
795,2022-05-05,21881,5551,25.369041634294593,16330
796,2022-05-06,21080,4892,23.206831119544592,16188
797,2022-05-07,15338,3211,20.93493284652497,12127
798,2022-05-08,7571,1472,19.442609959054284,6099
799,2022-05-09,22991,5569,24.22252185637858,17422
800,2022-05-10,24554,5782,23.548098069560968,18772
801,2022-05-11,21840,4869,22.293956043956044,16971
802,2022-05-12,18774,4034,21.48716309790135,14740
803,2022-05-13,19057,3655,19.179304192685105,15402
804,2022-05-14,12931,2107,16.294176784471425,10824
805,2022-05-15,6767,1016,15.014038717304567,5751
806,2022-05-16,19736,3849,19.50243210376976,15887
807,2022-05-17,20644,3883,18.80933927533424,16761
808,2022-05-18,17454,3138,17.97868683396356,14316
809,2022-05-19,15345,2586,16.852394916911045,12759
810,2022-05-20,15127,2280,15.072387122363985,12847
811,2022-05-21,10355,1478,14.273297923708354,8877
812,2022-05-22,5962,662,11.103656491110366,5300
813,2022-05-23,15025,2295,15.274542429284526,12730
814,2022-05-24,15279,2248,14.713004777799593,13031
815,2022-05-25,12891,1851,14.358855015126833,11040
816,2022-05-26,5466,701,12.824734723746797,4765
817,2022-05-27,11149,1520,13.633509731814513,9629
818,2022-05-28,8493,1050,12.363122571529495,7443
819,2022-05-29,5228,598,11.43840856924254,4630
820,2022-05-30,14451,2315,16.019652619195902,12136
821,2022-05-31,14658,2291,15.629690271524083,12367
822,2022-06-01,12972,2090,16.11162503854456,10882
823,2022-06-02,11864,1866,15.728253540121376,9998
824,2022-06-03,12078,1789,14.812054975989403,10289
825,2022-06-04,8516,1207,14.173320807891029,7309
826,2022-06-05,4684,673,14.368061485909479,4011
827,2022-06-06,5928,931,15.705128205128204,4997
828,2022-06-07,14066,3024,21.498649225081756,11042
829,2022-06-08,13616,2859,20.99735605170388,10757
830,2022-06-09,12025,2642,21.97089397089397,9383
831,2022-06-10,12928,2589,20.026299504950494,10339
832,2022-06-11,8414,1633,19.408129308295695,6781
833,2022-06-12,4097,721,17.598242616548696,3376
834,2022-06-13,13575,3671,27.042357274401475,9904
835,2022-06-14,14265,3775,26.463371889239397,10490
836,2022-06-15,13269,3594,27.085688446755597,9675
837,2022-06-16,12837,3424,26.6728986523331,9413
838,2022-06-17,13006,3323,25.549746270951868,9683
839,2022-06-18,8544,2035,23.817883895131086,6509
840,2022-06-19,4813,1063,22.086017037190942,3750
841,2022-06-20,15610,4803,30.76873798846893,10807
842,2022-06-21,17056,5062,29.67870544090056,11994
843,2022-06-22,16453,4921,29.909439008083634,11532
844,2022-06-23,15585,5009,32.13987808790504,10576
845,2022-06-24,17176,4895,28.49906846762925,12281
846,2022-06-25,11493,3045,26.494387888279824,8448
847,2022-06-26,6907,1560,22.58578253945273,5347
848,2022-06-27,20335,6834,33.607081386771576,13501
849,2022-06-28,23128,7346,31.76236596333449,15782
850,2022-06-29,22726,7297,32.10859808149256,15429
851,2022-06-30,23402,7085,30.275190154687632,16317
852,2022-07-01,23975,6552,27.32846715328467,17423
853,2022-07-02,17939,4583,25.54768939182786,13356
854,2022-07-03,7901,2024,25.617010504999367,5877
855,2022-07-04,25630,9708,37.877487319547406,15922
856,2022-07-05,28557,11112,38.91165038344364,17445
857,2022-07-06,25674,10176,39.63542883851367,15498
858,2022-07-07,24456,9447,38.628557409224726,15009
859,2022-07-08,25398,9078,35.7429718875502,16320
860,2022-07-09,16084,5266,32.74061178811241,10818
861,2022-07-10,7505,2475,32.978014656895404,5030
862,2022-07-11,24257,10007,41.25407098981737,14250
863,2022-07-12,26803,10707,39.94702085587434,16096
864,2022-07-13,24249,9375,38.66138809847829,14874
865,2022-07-14,21381,7730,36.15359431270754,13651
866,2022-07-15,23268,7400,31.803335052432523,15868
867,2022-07-16,14281,3980,27.869196834955535,10301
868,2022-07-17,6261,1749,27.934834690943937,4512
869,2022-07-18,19079,6815,35.71990146234079,12264
870,2022-07-19,19390,6597,34.022692109334706,12793
871,2022-07-20,18169,5794,31.889482084869837,12375
872,2022-07-21,7523,2056,27.32952279675661,5467
873,2022-07-22,16897,5433,32.153636740249745,11464
874,2022-07-23,10866,3392,31.216639057610895,7474
875,2022-07-24,5611,1498,26.697558367492423,4113
876,2022-07-25,17949,6331,35.27216000891414,11618
877,2022-07-26,17222,5923,34.39205667169899,11299
878,2022-07-27,15112,4858,32.14663843303335,10254
879,2022-07-28,14274,4307,30.17374246882444,9967
880,2022-07-29,15399,4136,26.858886940710434,11263
881,2022-07-30,10504,2408,22.924600152322924,8096
882,2022-07-31,4677,1064,22.749625828522557,3613
883,2022-08-01,15185,4974,32.75600921962463,10211
884,2022-08-02,14628,4441,30.359584358764014,10187
885,2022-08-03,12629,3627,28.719613587774173,9002
886,2022-08-04,11016,3137,28.47676107480029,7879
887,2022-08-05,11066,2856,25.808783661666368,8210
888,2022-08-06,7081,1619,22.864002259567858,5462
889,2022-08-07,3756,793,21.112886048988287,2963
890,2022-08-08,11516,3314,28.777353247655434,8202
891,2022-08-09,11495,3332,28.986515876468026,8163
892,2022-08-10,9741,2689,27.6049686890463,7052
893,2022-08-11,10094,2680,26.550425995640975,7414
894,2022-08-12,9724,2345,24.115590292060883,7379
895,2022-08-13,6485,1426,21.989205859676176,5059
896,2022-08-14,3427,669,19.521447330026263,2758
897,2022-08-15,4197,885,21.086490350250177,3312
898,2022-08-16,10773,3091,28.69210062192518,7682
899,2022-08-17,10718,2900,27.057286807240153,7818
900,2022-08-18,9369,2359,25.17878108656207,7010
901,2022-08-19,8996,1981,22.020898176967542,7015
902,2022-08-20,5828,1165,19.989704873026767,4663
903,2022-08-21,3013,548,18.187852638566213,2465
904,2022-08-22,9401,2384,25.35900436123817,7017
905,2022-08-23,9944,2376,23.893805309734514,7568
906,2022-08-24,8738,1915,21.915770199130236,6823
907,2022-08-25,8578,1857,21.64840289111681,6721
908,2022-08-26,8174,1660,20.308294592610718,6514
909,2022-08-27,5035,935,18.570009930486595,4100
910,2022-08-28,2999,530,17.672557519173058,2469
911,2022-08-29,9511,2200,23.1311113447587,7311
912,2022-08-30,10009,2071,20.691377760015985,7938
913,2022-08-31,9186,1863,20.280862181580666,7323
914,2022-09-01,8907,1886,21.174357247109015,7021
915,2022-09-02,9306,1764,18.95551257253385,7542
916,2022-09-03,6255,1009,16.13109512390088,5246
917,2022-09-04,3198,478,14.946841776110068,2720
918,2022-09-05,10573,2398,22.68041237113402,8175
919,2022-09-06,10926,2312,21.160534504850816,8614
920,2022-09-07,9959,2052,20.604478361281252,7907
921,2022-09-08,9395,1890,20.11708355508249,7505
922,2022-09-09,9838,1884,19.150233787355152,7954
923,2022-09-10,5998,1062,17.70590196732244,4936
924,2022-09-11,3203,484,15.110833593506086,2719
925,2022-09-12,11941,2662,22.292940289757976,9279
926,2022-09-13,13657,2713,19.865270557223404,10944
927,2022-09-14,12222,2475,20.250368188512518,9747
928,2022-09-15,10963,2104,19.19182705463833,8859
929,2022-09-16,11656,2124,18.222374742621824,9532
930,2022-09-17,6512,1173,18.01289926289926,5339
931,2022-09-18,3043,526,17.285573447256,2517
932,2022-09-19,13680,2962,21.65204678362573,10718
933,2022-09-20,17080,3287,19.24473067915691,13793
934,2022-09-21,14339,2825,19.70151335518516,11514
935,2022-09-22,13185,2734,20.7356844899507,10451
936,2022-09-23,13755,2760,20.065430752453654,10995
937,2022-09-24,7787,1641,21.07358417875947,6146
938,2022-09-25,3382,644,19.04198698994678,2738
939,2022-09-26,15832,3986,25.17685699848408,11846
940,2022-09-27,17763,4021,22.63694195800259,13742
941,2022-09-28,15966,3607,22.59175748465489,12359
942,2022-09-29,14851,3508,23.621304962628777,11343
943,2022-09-30,13906,3204,23.040414209693658,10702
944,2022-10-01,7649,1812,23.68937115962871,5837
945,2022-10-02,3793,833,21.961508041128393,2960
946,2022-10-03,15786,4389,27.803116685670847,11397
947,2022-10-04,19645,4956,25.22779333163655,14689
948,2022-10-05,16575,4096,24.71191553544495,12479
949,2022-10-06,15286,3734,24.427580792882374,11552
950,2022-10-07,14002,3347,23.903728038851593,10655
951,2022-10-08,7813,1856,23.755279662101625,5957
952,2022-10-09,4101,977,23.82345769324555,3124
953,2022-10-10,15960,4175,26.159147869674186,11785
954,2022-10-11,17848,4024,22.54594352308382,13824
955,2022-10-12,15048,3389,22.52126528442318,11659
956,2022-10-13,14260,3202,22.454417952314166,11058
957,2022-10-14,12998,2941,22.626557931989534,10057
958,2022-10-15,7002,1572,22.450728363324764,5430
959,2022-10-16,3293,667,20.255086547221378,2626
960,2022-10-17,14218,3498,24.602616401744267,10720
961,2022-10-18,13401,2928,21.849115737631518,10473
962,2022-10-19,11350,2258,19.894273127753305,9092
963,2022-10-20,10742,2087,19.428411841370323,8655
964,2022-10-21,9334,1821,19.509320762802655,7513
965,2022-10-22,5880,1013,17.227891156462587,4867
966,2022-10-23,2916,442,15.157750342935527,2474
967,2022-10-24,10513,2068,19.670883667839817,8445
968,2022-10-25,10492,1864,17.76591688905833,8628
969,2022-10-26,8692,1477,16.99263690750115,7215
970,2022-10-27,8070,1336,16.555142503097894,6734
971,2022-10-28,7303,1089,14.911680131452828,6214
972,2022-10-29,4884,612,12.530712530712531,4272
973,2022-10-30,2692,300,11.144130757800893,2392
974,2022-10-31,6847,1016,14.838615452022783,5831
975,2022-11-01,3152,363,11.516497461928935,2789
976,2022-11-02,7130,1092,15.315568022440393,6038
977,2022-11-03,6946,1016,14.627123524330548,5930
978,2022-11-04,6503,926,14.239581731508535,5577
979,2022-11-05,4318,536,12.413154238073181,3782
980,2022-11-06,2692,337,12.518573551263001,2355
981,2022-11-07,8109,1190,14.675052410901468,6919
982,2022-11-08,8266,1158,14.009194289862087,7108
983,2022-11-09,6961,971,13.949145237753196,5990
984,2022-11-10,5999,806,13.435572595432571,5193
985,2022-11-11,3126,364,11.64427383237364,2762
986,2022-11-12,3776,396,10.48728813559322,3380
987,2022-11-13,2699,248,9.188588366061504,2451
988,2022-11-14,7492,1043,13.921516284036306,6449
989,2022-11-15,8197,1138,13.883127973648895,7059
990,2022-11-16,7327,1017,13.880169237068376,6310
991,2022-11-17,6515,939,14.412893323100537,5576
992,2022-11-18,6426,933,14.519140989729227,5493
993,2022-11-19,4270,578,13.536299765807962,3692
994,2022-11-20,2444,241,9.86088379705401,2203
995,2022-11-21,8384,1253,14.94513358778626,7131
996,2022-11-22,8837,1291,14.609030213873487,7546
997,2022-11-23,7978,1276,15.993983454499874,6702
998,2022-11-24,7713,1272,16.49163749513808,6441
999,2022-11-25,7386,1204,16.30111020850257,6182
1000,2022-11-26,4804,692,14.40466278101582,4112
1001,2022-11-27,2768,300,10.83815028901734,2468
1002,2022-11-28,9728,1707,17.547286184210524,8021
1003,2022-11-29,9880,1643,16.629554655870447,8237
1004,2022-11-30,8907,1509,16.941731222633884,7398
1005,2022-12-01,8284,1471,17.75712216320618,6813
1006,2022-12-02,7988,1340,16.775162744116173,6648
1007,2022-12-03,5012,784,15.64245810055866,4228
1008,2022-12-04,2873,319,11.103376261747302,2554
1009,2022-12-05,10242,1773,17.311072056239016,8469
1010,2022-12-06,11235,1938,17.249666221628836,9297
1011,2022-12-07,10423,1936,18.57430682145256,8487
1012,2022-12-08,10198,1801,17.6603255540302,8397
1013,2022-12-09,9601,1681,17.508592854910944,7920
1014,2022-12-10,5602,929,16.58336308461264,4673
1015,2022-12-11,3629,549,15.12813447230642,3080
1016,2022-12-12,11284,1996,17.688762850053173,9288
1017,2022-12-13,12941,2090,16.150220230275867,10851
1018,2022-12-14,11294,1914,16.947051531786787,9380
1019,2022-12-15,10317,1728,16.74905495783658,8589
1020,2022-12-16,10231,1669,16.313165868439057,8562
1021,2022-12-17,6013,867,14.418759354731414,5146
1022,2022-12-18,3958,528,13.340070742799393,3430
1023,2022-12-19,12152,2011,16.548716260697827,10141
1024,2022-12-20,14244,2104,14.771131704577368,12140
1025,2022-12-21,12756,2051,16.07870805895265,10705
1026,2022-12-22,11838,1764,14.901165737455651,10074
1027,2022-12-23,11213,1640,14.625880674217425,9573
1028,2022-12-24,6262,822,13.126796550622805,5440
1029,2022-12-25,3607,442,12.25395065151095,3165
1030,2022-12-26,8874,1177,13.263466306062654,7697
1031,2022-12-27,10531,1430,13.578957363973032,9101
1032,2022-12-28,9706,1230,12.672573665773749,8476
1033,2022-12-29,9524,1210,12.704745905081898,8314
1034,2022-12-30,8674,1120,12.912151256629006,7554
1035,2022-12-31,5190,652,12.5626204238921,4538
1036,2023-01-01,3218,302,9.384711000621504,2916
1037,2023-01-02,8434,1063,12.60374673938819,7371
1038,2023-01-03,9418,1071,11.371841155234657,8347
1039,2023-01-04,8291,887,10.698347605837654,7404
1040,2023-01-05,7732,889,11.497672012415935,6843
1041,2023-01-06,7079,797,11.258652352027122,6282
1042,2023-01-07,4560,426,9.342105263157894,4134
1043,2023-01-08,2790,258,9.247311827956988,2532
1044,2023-01-09,6932,748,10.790536641661857,6184
1045,2023-01-10,7234,719,9.939176112800665,6515
1046,2023-01-11,6271,619,9.870833997767502,5652
1047,2023-01-12,5864,561,9.566848567530696,5303
1048,2023-01-13,5911,578,9.77837929284385,5333
1049,2023-01-14,3387,342,10.097431355181577,3045
1050,2023-01-15,2194,183,8.340929808568823,2011
1051,2023-01-16,5918,550,9.293680297397769,5368
1052,2023-01-17,6196,594,9.586830213040672,5602
1053,2023-01-18,5309,506,9.530985119608212,4803
1054,2023-01-19,4808,480,9.983361064891847,4328
1055,2023-01-20,4418,406,9.189678587596198,4012
1056,2023-01-21,2980,232,7.785234899328859,2748
1057,2023-01-22,2076,178,8.574181117533719,1898
1058,2023-01-23,5593,613,10.960128732344002,4980
1059,2023-01-24,5819,673,11.5655610929713,5146
1060,2023-01-25,5552,590,10.626801152737752,4962
1061,2023-01-26,5273,641,12.156267779252797,4632
1062,2023-01-27,5235,635,12.12989493791786,4600
1063,2023-01-28,3375,399,11.822222222222223,2976
1064,2023-01-29,2336,238,10.188356164383562,2098
1065,2023-01-30,6473,913,14.10474277769195,5560
1066,2023-01-31,7121,950,13.340822918129478,6171
1067,2023-02-01,6322,908,14.362543498892755,5414
1068,2023-02-02,6329,957,15.120872175699162,5372
1069,2023-02-03,6363,918,14.427157001414429,5445
1070,2023-02-04,3511,519,14.782113358017659,2992
1071,2023-02-05,2497,273,10.93311974369243,2224
1072,2023-02-06,7033,1276,18.14303995450021,5757
1073,2023-02-07,7307,1244,17.024770767756944,6063
